dbn,sqrEnrollment,econNeedInd,grd8Ela,grd8Math,attdRate,pctChronAbs,sqrYear,pct10PlusYear1,pct10PlusYear1Lowest3rd,pct10PlusYear2,pct10PlusYear2Lowest3rd,pct10PlusYear3,pct10PlusYear3Lowest3rd,numYear1,numYear1Lowest3rd,numYear2,numYear2Lowest3rd,numYear3,numYear3Lowest3rd,numGradLowest3rd,numPERLowest3rd,pctCCPCILowest3rd,pctCollegeReadyLowest3rd,pctGradLowest3rd,pctPERLowest3rd,pctGradLevel1,pctGradLevel2,pctGradLevel34,numGradLevel1,numGradLevel2,numGradLevel34
09X329,336.0,0.859,2.17,2.04,0.792,0.523,2015,0.778,0.6,0.678,0.5,0.442,0.19,,,,,,,,,0.068,0.0,1.318,0.208,,,,,,
09X365,322.0,0.831,1.81,2.06,0.917,0.298,2015,0.989,0.952,0.988,1.0,0.931,0.867,,,,,,,,,0.757,0.054,2.946,0.462,,,,,,
09X403,409.0,0.826,1.78,1.91,0.843,0.407,2015,0.922,1.0,0.93,0.882,0.688,0.6,,,,,,,,,0.077,0.051,1.923,0.345,,,,,,
09X404,421.0,0.875,2.12,2.07,0.753,0.639,2015,0.826,0.6,0.693,0.621,0.634,0.417,,,,,,,,,0.0,0.0,1.939,0.167,,,,,,
09X412,339.0,0.825,2.07,2.01,0.789,0.517,2015,0.522,0.313,0.635,0.533,0.457,0.333,,,,,,,,,0.111,0.111,1.352,0.25,,,,,,
09X413,472.0,0.801,2.51,2.48,0.928,0.224,2015,0.842,0.56,0.942,0.909,0.935,0.8,,,,,,,,,0.222,0.074,1.556,0.3,,,,,,
09X414,160.0,0.846,2.05,1.98,0.753,0.698,2015,,,,,0.55,0.533,,,,,,,,,0.0,0.0,1.0,0.061,,,,,,
09X505,778.0,0.803,2.58,2.47,0.902,0.3,2015,0.786,0.564,0.761,0.511,0.737,0.69,,,,,,,,,0.031,0.031,1.344,0.386,,,,,,
09X517,427.0,0.836,2.13,2.03,0.798,0.638,2015,0.727,0.6,0.736,0.647,0.606,0.452,,,,,,,,,0.038,0.038,2.096,0.375,,,,,,
09X525,686.0,0.827,2.16,2.07,0.817,0.492,2015,0.708,0.571,0.479,0.32,0.515,0.25,,,,,,,,,0.0,0.01,1.188,0.284,,,,,,
09X543,384.0,0.858,2.15,2.07,0.792,0.609,2015,0.75,0.711,0.77,0.552,0.708,0.696,,,,,,,,,0.0,0.0,1.233,0.205,,,,,,
09X564,257.0,0.856,1.81,1.9,0.889,0.321,2015,0.704,0.625,0.832,0.667,0.813,0.733,,,,,,,,,,,,,,,,,,
10X141,1381.0,0.418,2.56,2.48,0.91,0.294,2015,0.784,0.565,0.771,0.603,0.829,0.652,,,,,,,,,0.132,0.053,1.211,0.519,,,,,,
10X213,417.0,0.753,2.22,2.23,0.835,0.502,2015,0.75,0.605,0.663,0.516,0.495,0.333,,,,,,,,,0.119,0.024,2.048,0.222,,,,,,
10X225,632.0,0.806,2.39,2.21,0.889,0.38,2015,0.762,0.548,0.667,0.4,0.807,0.808,,,,,,,,,0.036,0.071,1.339,0.458,,,,,,
10X237,583.0,0.759,2.35,2.24,0.86,0.349,2015,0.725,0.477,0.672,0.564,0.724,0.439,,,,,,,,,0.049,0.024,0.756,0.425,,,,,,
10X243,599.0,0.851,2.23,2.08,0.875,0.373,2015,0.756,0.552,0.632,0.44,0.791,0.64,,,,,,,,,0.0,0.057,1.829,0.303,,,,,,
10X264,226.0,0.709,2.41,2.39,0.888,0.303,2015,0.754,0.564,0.798,0.594,,,,,,,,,,,,,,,,,,,,
10X268,461.0,0.827,1.78,1.99,0.868,0.362,2015,0.821,0.733,0.793,0.667,0.539,0.467,,,,,,,,,0.294,0.0,1.574,0.5,,,,,,
10X284,426.0,0.819,2.24,2.13,0.82,0.544,2015,0.674,0.406,0.527,0.324,0.594,0.464,,,,,,,,,0.118,0.0,1.696,0.189,,,,,,
10X342,561.0,0.857,1.94,2.09,0.931,0.197,2015,0.815,0.667,0.857,0.739,0.716,0.68,,,,,,,,,0.415,0.019,1.642,0.367,,,,,,
10X351,223.0,0.855,2.25,2.18,0.716,0.965,2015,0.63,0.353,0.564,0.435,,,,,,,,,,,,,,,,,,,,
10X353,173.0,0.809,2.21,2.14,0.896,0.36,2015,0.843,0.619,0.831,0.867,,,,,,,,,,,,,,,,,,,,
10X368,1022.0,0.749,2.46,2.23,0.927,0.213,2015,0.688,0.372,0.738,0.636,0.777,0.585,,,,,,,,,0.083,0.056,1.556,0.565,,,,,,
10X374,487.0,0.766,2.31,2.23,0.851,0.484,2015,0.866,0.75,0.739,0.515,0.748,0.591,,,,,,,,,0.294,0.029,1.647,0.241,,,,,,
10X433,486.0,0.807,2.18,2.09,0.822,0.487,2015,0.774,0.548,0.746,0.525,0.568,0.353,,,,,,,,,0.07,0.035,1.325,0.262,,,,,,
10X434,416.0,0.735,2.36,2.3,0.898,0.314,2015,0.864,0.75,0.942,0.848,0.78,0.71,,,,,,,,,0.159,0.068,1.318,0.439,,,,,,
10X437,401.0,0.754,2.47,2.26,0.926,0.23,2015,0.892,0.769,0.953,0.917,0.833,0.778,,,,,,,,,0.314,0.0,2.914,0.455,,,,,,
10X438,438.0,0.855,2.11,2.03,0.834,0.505,2015,0.793,0.607,0.606,0.519,0.637,0.553,,,,,,,,,0.014,0.0,0.92,0.167,,,,,,
10X439,398.0,0.863,2.16,2.06,0.834,0.515,2015,0.838,0.75,0.774,0.647,0.737,0.586,,,,,,,,,0.043,0.152,1.598,0.358,,,,,,
10X440,2109.0,0.749,2.32,2.22,0.812,0.458,2015,0.709,0.512,0.636,0.425,0.559,0.326,,,,,,,,,0.055,0.018,0.656,0.185,,,,,,
10X442,430.0,0.741,2.51,2.33,0.896,0.341,2015,0.817,0.676,0.736,0.543,0.804,0.688,,,,,,,,,0.222,0.111,3.222,0.526,,,,,,
10X445,3015.0,0.298,3.85,3.98,0.97,0.055,2015,0.997,0.991,0.993,0.987,0.992,0.987,,,,,,,,,,,,,,,,,,
10X477,449.0,0.76,2.45,2.55,0.939,0.161,2015,0.882,0.75,0.929,0.861,0.93,0.879,,,,,,,,,0.156,0.313,2.938,0.7,,,,,,
10X524,336.0,0.832,1.73,1.93,0.878,0.405,2015,0.563,0.5,0.614,0.267,0.51,0.4,,,,,,,,,0.111,0.074,0.463,,,,,,,
10X546,428.0,0.788,2.23,2.06,0.809,0.616,2015,0.702,0.559,0.689,0.486,0.541,0.467,,,,,,,,,0.185,0.037,1.389,0.39,,,,,,
10X549,530.0,0.787,2.2,2.09,0.856,0.362,2015,0.785,0.59,0.675,0.513,0.656,0.361,,,,,,,,,0.13,0.091,1.669,0.246,,,,,,
10X565,311.0,0.818,2.25,2.22,0.859,0.397,2015,0.844,0.778,0.731,0.588,0.8,0.581,,,,,,,,,,,,,,,,,,
10X660,178.0,0.801,2.03,1.99,0.732,0.676,2015,,,,,,,,,,,,,,,0.011,0.0,0.753,0.153,,,,,,
10X696,376.0,0.227,3.8,3.75,0.966,0.045,2015,0.979,0.96,0.988,0.957,0.97,0.929,,,,,,,,,,,,,,,,,,
11X249,374.0,0.625,2.45,2.34,0.925,0.193,2015,0.84,0.69,0.829,0.667,0.817,0.6,,,,,,,,,0.105,0.158,2.421,0.75,,,,,,
11X253,389.0,0.751,2.27,2.02,0.834,0.502,2015,0.761,0.586,0.625,0.444,0.653,0.464,,,,,,,,,0.015,0.0,0.938,0.209,,,,,,
11X265,471.0,0.768,2.24,2.15,0.864,0.376,2015,0.774,0.667,0.654,0.273,0.573,0.333,,,,,,,,,0.083,0.0,2.0,0.245,,,,,,
11X270,371.0,0.661,2.18,2.03,0.849,0.461,2015,0.88,0.778,0.692,0.667,0.692,0.556,,,,,,,,,0.409,0.0,1.273,0.225,,,,,,
11X275,567.0,0.753,2.3,2.25,0.865,0.32,2015,0.729,0.5,0.579,0.442,0.712,0.571,,,,,,,,,0.63,0.019,2.731,0.458,,,,,,
11X288,687.0,0.641,2.75,2.62,0.887,0.309,2015,0.897,0.778,0.886,0.741,0.789,0.636,,,,,,,,,0.071,0.143,1.661,0.367,,,,,,
11X290,465.0,0.771,2.21,2.13,0.893,0.339,2015,0.762,0.559,0.731,0.625,0.754,0.629,,,,,,,,,0.167,0.136,1.909,0.347,,,,,,
11X299,476.0,0.672,2.35,2.27,0.88,0.348,2015,0.602,0.441,0.719,0.488,0.636,0.382,,,,,,,,,0.104,0.042,1.646,0.238,,,,,,
11X418,483.0,0.686,2.31,2.1,0.862,0.361,2015,0.647,0.395,0.588,0.395,0.574,0.324,,,,,,,,,0.02,0.0,0.88,0.226,,,,,,
11X455,2058.0,0.676,2.22,2.09,0.891,0.28,2015,0.698,0.519,0.664,0.463,0.617,0.364,,,,,,,,,0.229,0.009,1.54,0.282,,,,,,
11X508,427.0,0.69,2.3,2.16,0.847,0.453,2015,0.826,0.73,0.741,0.588,0.723,0.657,,,,,,,,,0.094,0.0,1.969,,,,,,,
11X509,354.0,0.763,1.91,1.97,0.89,0.363,2015,0.877,0.867,0.802,0.733,0.809,0.588,,,,,,,,,0.636,0.5,3.102,,,,,,,
11X513,408.0,0.797,1.91,2.05,0.906,0.333,2015,0.904,0.885,0.879,0.923,0.773,0.583,,,,,,,,,0.4,0.375,2.475,0.464,,,,,,
11X514,423.0,0.655,2.19,2.04,0.909,0.245,2015,0.764,0.313,0.65,0.591,0.685,0.346,,,,,,,,,0.09,0.045,1.403,0.321,,,,,,
11X542,489.0,0.583,2.5,2.35,0.928,0.193,2015,0.872,0.718,0.783,0.711,0.765,0.61,,,,,,,,,0.583,0.0,1.333,0.455,,,,,,
11X544,493.0,0.788,2.23,2.07,0.788,0.604,2015,0.786,0.676,0.724,0.575,0.54,0.316,,,,,,,,,0.091,0.03,1.341,0.313,,,,,,
11X545,431.0,0.752,2.22,2.15,0.807,0.416,2015,0.667,0.424,0.697,0.655,0.636,0.414,,,,,,,,,0.17,0.128,1.468,0.262,,,,,,
12X242,669.0,0.795,2.42,2.42,0.898,0.384,2015,0.753,0.552,0.864,0.808,0.865,0.758,,,,,,,,,0.154,0.192,2.038,0.429,,,,,,
12X248,326.0,0.828,2.11,2.09,0.827,0.557,2015,0.693,0.52,0.645,0.56,0.566,0.304,,,,,,,,,0.047,0.0,1.314,0.262,,,,,,
12X251,358.0,0.814,2.13,2.07,0.824,0.557,2015,0.887,0.844,0.765,0.583,0.663,0.536,,,,,,,,,0.043,0.021,1.617,0.22,,,,,,
12X267,546.0,0.835,2.37,2.26,0.9,0.332,2015,0.944,0.867,0.928,0.893,0.935,0.842,,,,,,,,,0.136,0.0,1.818,0.471,,,,,,
12X271,618.0,0.853,2.21,2.04,0.813,0.592,2015,0.534,0.3,0.59,0.481,0.632,0.533,,,,,,,,,0.041,0.061,2.143,0.321,,,,,,
12X278,170.0,0.774,2.03,1.9,0.693,0.707,2015,0.857,0.867,0.333,0.333,0.366,0.267,,,,,,,,,0.0,0.0,0.444,0.156,,,,,,
12X372,571.0,0.809,2.32,2.18,0.837,0.462,2015,0.663,0.483,0.723,0.4,0.74,0.64,,,,,,,,,0.114,0.029,2.143,0.306,,,,,,
12X388,428.0,0.713,1.75,1.86,0.888,0.328,2015,0.83,0.8,0.917,0.867,0.774,,,,,,,,,,0.679,0.358,2.943,0.435,,,,,,
12X478,338.0,0.723,2.58,2.45,0.9,0.383,2015,0.949,0.846,1.0,1.0,0.938,0.833,,,,,,,,,0.286,0.071,2.429,0.308,,,,,,
12X479,333.0,0.854,2.16,2.05,0.793,0.628,2015,0.704,0.52,0.588,0.364,0.526,0.259,,,,,,,,,0.02,0.0,0.86,0.109,,,,,,
12X511,355.0,0.815,2.22,2.14,0.82,0.507,2015,0.733,0.519,0.633,0.522,0.693,0.478,,,,,,,,,0.081,0.027,1.446,,,,,,,
12X521,416.0,0.807,2.16,2.16,0.788,0.625,2015,0.748,0.5,0.656,0.429,0.635,0.464,,,,,,,,,0.027,0.054,1.851,,,,,,,
12X550,410.0,0.766,1.91,1.94,0.848,0.448,2015,0.76,,0.763,,0.724,,,,,,,,,,0.163,0.082,1.347,0.4,,,,,,
12X682,470.0,0.853,2.12,2.05,0.817,0.593,2015,0.837,0.692,0.786,0.658,0.675,0.526,,,,,,,,,0.467,0.067,2.133,0.273,,,,,,
12X684,501.0,0.813,2.18,2.1,0.819,0.546,2015,0.513,0.316,0.664,0.513,0.648,0.615,,,,,,,,,0.021,0.0,1.396,0.321,,,,,,
12X692,445.0,0.847,2.05,2.01,0.771,0.609,2015,0.646,0.722,0.617,0.543,0.527,0.515,,,,,,,,,0.032,0.016,1.175,0.2,,,,,,
13K265,421.0,0.782,2.31,2.07,0.792,0.64,2015,0.537,0.227,0.71,0.524,0.649,0.484,,,,,,,,,0.167,0.0,1.083,0.296,,,,,,
13K350,387.0,0.751,2.3,2.11,0.816,0.557,2015,0.732,0.656,0.65,0.4,0.674,0.433,,,,,,,,,0.0,0.0,0.864,0.295,,,,,,
13K412,404.0,0.767,2.26,2.07,0.841,0.499,2015,0.755,0.714,0.663,0.367,0.718,0.577,,,,,,,,,0.12,0.04,2.13,0.261,,,,,,
13K419,528.0,0.662,2.45,2.32,0.897,0.268,2015,0.933,0.854,0.805,0.647,0.856,0.804,,,,,,,,,0.059,0.059,1.588,0.25,,,,,,
13K430,5447.0,0.438,3.7,3.88,0.968,0.064,2015,0.981,0.96,0.971,0.951,0.947,0.905,,,,,,,,,,,,,,,,,,
13K439,345.0,0.755,1.82,2.35,0.936,0.169,2015,0.895,0.8,0.916,0.944,0.876,0.882,,,,,,,,,0.444,0.444,2.593,0.69,,,,,,
13K483,448.0,0.606,2.58,2.37,0.916,0.27,2015,0.928,0.829,0.888,0.784,0.918,0.853,,,,,,,,,0.731,0.0,2.615,0.538,,,,,,
13K499,504.0,0.751,2.23,2.08,0.792,0.549,2015,0.819,0.654,0.649,0.429,0.582,0.391,,,,,,,,,0.086,0.029,0.557,0.337,,,,,,
13K527,470.0,0.695,2.49,2.27,0.905,0.303,2015,0.916,0.769,0.831,0.65,0.923,0.909,,,,,,,,,0.45,0.0,1.7,0.8,,,,,,
13K595,364.0,0.529,2.82,2.69,0.959,0.093,2015,0.9,0.774,0.891,0.741,0.75,0.704,,,,,,,,,0.143,0.143,2.0,0.846,,,,,,
13K605,634.0,0.673,2.33,2.18,0.858,0.389,2015,0.716,0.588,0.643,0.5,0.709,0.542,,,,,,,,,0.137,0.02,1.392,0.346,,,,,,
13K670,916.0,0.55,3.11,2.86,0.896,0.369,2015,0.921,0.845,0.888,0.821,0.769,0.726,,,,,,,,,0.143,0.143,1.857,0.25,,,,,,
13K674,458.0,0.539,2.55,2.49,0.881,0.36,2015,0.939,0.833,0.934,0.909,0.861,0.767,,,,,,,,,0.414,0.207,2.621,0.351,,,,,,
14K071,692.0,0.868,2.04,2.0,0.861,0.484,2015,0.722,0.5,0.711,0.581,0.575,0.5,,,,,,,,,0.054,0.0,1.214,0.214,,,,,,
14K322,113.0,0.826,2.14,1.99,0.742,0.686,2015,0.467,,0.333,0.333,0.459,0.4,,,,,,,,,0.0,0.0,0.308,0.0,,,,,,
14K449,676.0,0.454,3.56,3.62,0.943,0.218,2015,0.979,0.966,0.917,0.881,0.882,0.703,,,,,,,,,,,,,,,,,,
14K454,276.0,0.775,2.19,2.03,0.837,0.49,2015,0.727,0.563,0.712,0.625,0.574,0.5,,,,,,,,,0.512,0.0,1.86,0.191,,,,,,
14K474,1098.0,0.766,2.21,2.11,0.827,0.471,2015,0.75,0.541,0.686,0.507,0.664,0.528,,,,,,,,,0.054,0.008,1.678,0.246,,,,,,
14K477,598.0,0.787,2.26,2.11,0.779,0.565,2015,0.609,0.533,0.613,0.425,0.527,0.244,,,,,,,,,0.039,0.013,0.704,0.18,,,,,,
14K478,1001.0,0.715,2.4,2.36,0.894,0.289,2015,0.792,0.689,0.772,0.681,0.797,0.686,,,,,,,,,0.563,0.046,1.511,0.471,,,,,,
14K488,494.0,0.646,2.45,2.25,0.899,0.3,2015,0.918,0.846,0.883,0.711,0.828,0.718,,,,,,,,,0.067,0.044,1.933,0.292,,,,,,
14K558,595.0,0.69,2.36,2.29,0.922,0.21,2015,0.929,0.833,0.909,0.804,0.908,0.783,,,,,,,,,0.836,0.036,4.264,0.35,,,,,,
14K561,682.0,0.675,2.55,2.43,0.909,0.272,2015,0.94,0.918,0.941,0.907,0.899,0.827,,,,,,,,,0.757,0.054,2.095,0.61,,,,,,
14K586,520.0,0.843,2.2,2.03,0.799,0.565,2015,0.78,0.667,0.778,0.846,0.688,0.5,,,,,,,,,0.025,0.05,1.563,0.288,,,,,,
14K610,383.0,0.706,2.14,2.1,0.805,0.578,2015,0.661,0.5,0.685,0.471,0.681,0.611,,,,,,,,,0.049,0.0,0.795,0.098,,,,,,
14K614,380.0,0.68,2.58,2.32,0.922,0.287,2015,0.969,0.952,0.982,1.0,0.958,0.864,,,,,,,,,0.182,0.182,2.818,,,,,,,
14K632,142.0,0.73,2.15,2.06,0.852,0.39,2015,0.938,0.933,0.806,0.8,0.625,0.533,,,,,,,,,0.087,0.0,1.783,0.45,,,,,,
14K685,245.0,0.78,2.23,2.1,0.852,0.492,2015,0.963,1.0,0.783,0.7,0.735,0.636,,,,,,,,,0.676,0.0,2.235,0.214,,,,,,
15K429,250.0,0.749,2.27,2.13,0.845,0.419,2015,0.676,0.533,0.581,0.4,0.714,0.5,,,,,,,,,0.176,0.0,1.353,0.222,,,,,,
15K448,685.0,0.635,2.44,2.18,0.846,0.47,2015,0.766,0.613,0.728,0.697,0.745,0.719,,,,,,,,,0.818,0.273,3.818,0.613,,,,,,
15K462,351.0,0.675,2.43,2.22,0.86,0.404,2015,0.88,0.724,0.838,0.75,0.831,0.895,,,,,,,,,0.105,0.053,2.526,0.303,,,,,,
15K463,285.0,0.694,2.33,2.14,0.802,0.569,2015,0.778,0.565,0.643,0.5,0.644,0.556,,,,,,,,,0.067,0.0,1.4,0.222,,,,,,
15K464,423.0,0.652,2.26,2.17,0.891,0.344,2015,0.935,0.8,0.786,0.667,0.866,0.625,,,,,,,,,0.583,0.042,1.271,0.214,,,,,,
15K497,466.0,0.71,2.35,2.27,0.867,0.364,2015,0.747,0.594,0.629,0.548,0.676,0.524,,,,,,,,,0.071,0.0,1.143,0.432,,,,,,
15K519,596.0,0.693,2.31,2.15,0.828,0.45,2015,0.83,0.649,0.791,0.667,0.796,0.659,,,,,,,,,0.407,0.034,1.89,0.295,,,,,,
15K592,174.0,0.649,2.21,2.07,0.898,0.261,2015,0.764,0.667,0.638,0.667,0.589,0.2,,,,,,,,,,,,,,,,,,
15K656,870.0,0.589,2.61,2.41,0.911,0.256,2015,0.845,0.701,0.833,0.718,0.886,0.803,,,,,,,,,0.2,0.15,1.875,0.425,,,,,,
15K667,1333.0,0.748,2.26,2.2,0.855,0.369,2015,0.891,0.806,0.779,0.647,0.732,0.592,,,,,,,,,0.149,0.028,1.461,0.45,,,,,,
15K684,566.0,0.393,3.28,2.98,0.939,0.173,2015,1.0,1.0,0.982,1.0,0.967,0.971,,,,,,,,,,,,,,,,,,
16K393,92.0,0.744,2.21,1.95,0.789,0.65,2015,,,0.467,0.333,0.381,0.333,,,,,,,,,0.071,0.0,2.429,0.222,,,,,,
16K455,648.0,0.763,2.14,2.02,0.784,0.603,2015,0.712,0.538,0.436,0.25,0.321,0.238,,,,,,,,,0.043,0.011,0.799,0.073,,,,,,
16K498,596.0,0.73,2.38,2.21,0.902,0.231,2015,0.91,0.86,0.815,0.661,0.719,0.563,,,,,,,,,0.073,0.0,1.756,0.324,,,,,,
16K594,226.0,0.768,2.3,2.11,0.777,0.585,2015,0.784,0.533,0.708,0.625,0.62,0.267,,,,,,,,,0.061,0.061,1.515,0.261,,,,,,
16K688,152.0,0.795,2.11,2.03,0.805,0.56,2015,0.829,0.867,0.686,0.6,0.757,0.8,,,,,,,,,0.4,0.333,1.467,0.161,,,,,,
16K765,124.0,0.811,2.19,2.16,0.855,0.52,2015,0.65,0.389,,,,,,,,,,,,,,,,,,,,,,
17K122,438.0,0.59,2.49,2.31,0.922,0.189,2015,0.85,0.684,0.857,0.806,0.675,0.556,,,,,,,,,0.526,0.368,1.447,,,,,,,
17K382,505.0,0.684,2.22,2.09,0.826,0.414,2015,0.641,0.556,0.544,0.188,0.581,0.4,,,,,,,,,0.122,0.0,1.592,0.413,,,,,,
17K408,285.0,0.649,2.14,1.98,0.825,0.417,2015,0.491,0.313,0.556,0.333,0.586,0.333,,,,,,,,,0.026,0.026,1.526,0.278,,,,,,
17K524,414.0,0.704,1.79,2.02,0.871,0.352,2015,0.935,0.875,0.84,0.867,0.771,0.8,,,,,,,,,0.071,0.054,1.696,0.362,,,,,,
17K528,246.0,0.642,2.22,2.05,0.874,0.331,2015,0.771,0.533,0.657,0.4,0.701,0.333,,,,,,,,,0.0,0.0,0.952,0.271,,,,,,
17K531,424.0,0.687,2.32,2.19,0.913,0.235,2015,0.852,0.714,0.912,0.867,0.865,0.7,,,,,,,,,0.296,0.0,2.148,0.435,,,,,,
17K533,319.0,0.653,2.25,2.14,0.799,0.543,2015,0.696,0.6,0.565,0.267,0.541,0.563,,,,,,,,,0.048,0.024,1.107,0.189,,,,,,
17K537,384.0,0.659,2.2,2.05,0.886,0.354,2015,0.921,0.92,0.802,0.692,0.702,0.524,,,,,,,,,0.174,0.043,2.217,0.36,,,,,,
17K539,445.0,0.64,2.23,2.06,0.865,0.363,2015,0.74,0.556,0.732,0.481,0.678,0.423,,,,,,,,,0.0,0.033,1.833,0.431,,,,,,
17K543,516.0,0.536,3.01,2.85,0.955,0.13,2015,0.947,0.84,0.913,0.857,0.9,0.875,,,,,,,,,,,,0.6,,,,,,
17K544,12.0,0.482,2.71,2.61,0.937,,2015,,,,,,,,,,,,,,,0.125,0.0,2.5,0.269,,,,,,
17K546,454.0,0.615,2.84,2.7,0.924,0.19,2015,0.916,0.872,0.912,0.788,0.892,0.848,,,,,,,,,0.714,0.143,2.643,0.818,,,,,,
17K547,453.0,0.672,2.29,2.18,0.91,0.236,2015,0.699,0.5,0.719,0.63,0.724,0.571,,,,,,,,,0.159,0.091,2.08,0.385,,,,,,
17K548,386.0,0.708,2.3,2.11,0.887,0.321,2015,0.874,0.839,0.676,0.5,0.843,0.643,,,,,,,,,0.143,0.171,2.057,0.293,,,,,,
17K590,1271.0,0.464,3.09,2.97,0.944,0.151,2015,0.917,0.808,0.843,0.776,0.543,0.553,,,,,,,,,0.364,0.182,2.545,0.462,,,,,,
17K600,1499.0,0.626,2.37,2.21,0.88,0.312,2015,0.676,0.504,0.642,0.482,0.695,0.568,,,,,,,,,0.172,0.0,0.807,0.309,,,,,,
17K745,253.0,0.645,2.24,2.08,0.938,0.145,2015,0.929,0.933,0.966,0.882,0.979,0.941,,,,,,,,,,,,,,,,,,
17K751,373.0,0.706,2.39,2.24,0.844,0.489,2015,0.717,0.559,0.711,0.556,0.628,0.393,,,,,,,,,0.0,0.0,1.707,0.333,,,,,,
18K563,566.0,0.58,2.39,2.24,0.918,0.197,2015,0.971,0.973,0.903,0.8,0.866,0.87,,,,,,,,,0.61,0.102,3.271,0.717,,,,,,
18K566,286.0,0.607,2.24,2.07,0.915,0.247,2015,0.719,0.438,0.694,0.5,0.614,0.438,,,,,,,,,0.088,0.0,1.676,0.232,,,,,,
18K567,395.0,0.725,2.29,2.06,0.847,0.428,2015,0.809,0.793,0.711,0.605,0.525,0.407,,,,,,,,,0.574,0.021,2.309,0.333,,,,,,
18K569,341.0,0.586,2.3,2.11,0.909,0.233,2015,0.843,0.676,0.861,0.8,0.733,0.533,,,,,,,,,0.514,0.0,1.7,0.478,,,,,,
18K576,331.0,0.608,2.32,2.14,0.909,0.275,2015,0.933,0.862,0.821,0.56,0.723,0.609,,,,,,,,,0.077,0.0,1.538,0.465,,,,,,
18K589,279.0,0.751,2.29,2.06,0.843,0.531,2015,0.698,0.591,0.704,0.55,0.613,0.526,,,,,,,,,0.429,0.0,0.543,0.242,,,,,,
18K617,303.0,0.604,2.2,2.06,0.868,0.371,2015,0.75,0.524,0.734,0.5,0.637,0.56,,,,,,,,,0.409,0.091,2.0,0.382,,,,,,
18K629,353.0,0.586,2.21,2.1,0.836,0.435,2015,0.853,0.682,0.591,0.4,0.6,0.333,,,,,,,,,0.235,0.029,1.5,0.275,,,,,,
18K633,432.0,0.634,2.51,2.34,0.918,0.255,2015,0.901,0.892,0.938,0.833,0.897,0.8,,,,,,,,,0.0,0.0,1.95,0.474,,,,,,
18K637,308.0,0.647,2.23,2.1,0.846,0.503,2015,0.831,0.737,0.784,0.619,0.763,0.706,,,,,,,,,0.0,0.043,2.261,0.219,,,,,,
18K642,309.0,0.601,2.22,2.09,0.836,0.515,2015,0.885,0.882,0.797,0.688,0.784,0.762,,,,,,,,,0.057,0.0,1.114,0.405,,,,,,
19K404,547.0,0.705,2.58,2.16,0.89,0.378,2015,0.687,0.536,0.779,0.66,0.813,0.64,,,,,,,,,0.03,0.0,1.0,0.343,,,,,,
19K409,479.0,0.716,2.51,2.48,0.88,0.399,2015,0.769,0.571,0.87,0.692,0.831,0.762,,,,,,,,,0.083,0.0,1.833,0.571,,,,,,
19K502,324.0,0.772,2.14,2.03,0.806,0.511,2015,0.69,0.585,0.719,0.6,0.642,0.55,,,,,,,,,0.342,0.342,2.724,0.235,,,,,,
19K504,319.0,0.741,2.15,1.99,0.754,0.666,2015,0.639,0.625,0.662,0.667,0.577,0.176,,,,,,,,,0.14,0.14,1.974,0.126,,,,,,
19K507,406.0,0.763,2.24,2.09,0.812,0.556,2015,0.685,0.464,0.594,0.484,0.649,0.486,,,,,,,,,0.0,0.0,1.667,0.217,,,,,,
19K510,284.0,0.71,2.2,2.08,0.812,0.524,2015,0.791,0.6,0.656,0.333,0.794,0.529,,,,,,,,,0.289,0.026,1.684,0.218,,,,,,
19K583,229.0,0.728,1.76,1.95,0.848,0.498,2015,0.839,0.813,0.698,,0.731,0.813,,,,,,,,,0.304,0.0,1.5,0.286,,,,,,
19K615,1093.0,0.724,2.24,2.15,0.856,0.354,2015,0.736,0.635,0.599,0.453,0.692,0.505,,,,,,,,,0.182,0.0,1.141,0.215,,,,,,
19K618,413.0,0.689,2.24,2.1,0.823,0.539,2015,0.766,0.543,0.739,0.552,0.745,0.621,,,,,,,,,0.167,0.019,1.843,0.409,,,,,,
19K639,334.0,0.807,2.18,2.04,0.736,0.616,2015,0.529,0.267,0.624,0.542,0.53,0.261,,,,,,,,,0.039,0.02,1.137,0.3,,,,,,
19K659,330.0,0.772,2.21,2.04,0.783,0.551,2015,0.875,0.789,0.667,0.45,0.719,0.5,,,,,,,,,0.593,0.0,1.056,0.268,,,,,,
19K660,506.0,0.818,2.1,2.0,0.734,0.644,2015,0.759,0.727,0.614,0.489,0.621,0.531,,,,,,,,,0.19,0.032,2.222,0.191,,,,,,
19K683,308.0,0.764,2.34,2.09,0.839,0.475,2015,0.882,0.833,0.806,0.733,0.675,0.45,,,,,,,,,0.229,0.2,2.529,0.255,,,,,,
19K764,62.0,0.662,2.45,2.2,0.888,0.39,2015,0.705,0.533,,,,,,,,,,,,,,,,,,,,,,
20K445,3480.0,0.671,2.42,2.55,0.883,0.285,2015,0.81,0.619,0.801,0.643,0.743,0.589,,,,,,,,,0.227,0.122,1.704,0.359,,,,,,
20K485,1329.0,0.636,2.562,2.587,0.933,0.182,2015,0.926,0.788,0.817,0.645,0.748,0.515,,,,,,,,,0.616,0.047,2.419,0.537,,,,,,
20K490,4372.0,0.628,2.63,2.69,0.933,0.17,2015,0.84,0.698,0.764,0.569,0.776,0.628,,,,,,,,,0.174,0.085,1.296,0.245,,,,,,
