type,desc,zip,boroughBlockLot,censusTract,geoDis,dbn
General Academic,Elementary,11417,4115580001.0,8800.0,27,27Q377
General Academic,High school,11434,4122610001.0,29400.0,27,27Q400
General Academic,High school,11418,4093210001.0,12400.0,27,27Q475
General Academic,High school,11417,4095220032.0,9400.0,27,27Q480
Career Technical,High school,11416,4093810044.0,11400.0,27,27Q650
General Academic,Junior High-Intermediate-Middle,11433,4101780001.0,25800.0,28,28Q008
General Academic,Elementary,11433,4121510001.0,26000.0,28,28Q040
General Academic,Elementary,11433,4101440047.0,25400.0,28,28Q048
General Academic,Elementary,11435,4100240012.0,20600.0,28,28Q050
General Academic,Elementary,11418,4092800001.0,14201.0,28,28Q054
General Academic,Elementary,11419,4094770001.0,15400.0,28,28Q055
General Academic,Junior High-Intermediate-Middle,11434,4124950270.0,33402.0,28,28Q072
General Academic,Elementary,11434,4124950166.0,33402.0,28,28Q080
General Academic,Elementary,11435,4096840008.0,21400.0,28,28Q082
General Academic,Elementary,11432,4097740001.0,44800.0,28,28Q086
General Academic,Elementary,11415,4033600001.0,21600.0,28,28Q099
General Academic,Elementary,11375,4032700001.0,72300.0,28,28Q101
General Academic,Elementary,11435,4097230150.0,23200.0,28,28Q117
General Academic,Elementary,11420,4116070001.0,17000.0,28,28Q121
General Academic,Elementary,11374,4030950050.0,69300.0,28,28Q139
General Academic,Elementary,11434,4123410031.0,27800.0,28,28Q140
General Academic,Elementary,11375,4032120001.0,72900.0,28,28Q144
General Academic,Junior High-Intermediate-Middle,11374,4021260014.0,72100.0,28,28Q157
General Academic,Elementary,11435,4119420302.0,19600.0,28,28Q160
General Academic,Elementary,11419,4094910001.0,15600.0,28,28Q161
General Academic,Secondary School,11375,4038860800.0,64500.0,28,28Q167
General Academic,Elementary,11374,4031340024.0,69702.0,28,28Q174
General Academic,Elementary,11374,4021280014.0,72100.0,28,28Q175
General Academic,Elementary,11432,4097630023.0,23600.0,28,28Q182
General Academic,Junior High-Intermediate-Middle,11375,4031720002.0,71305.0,28,28Q190
General Academic,Elementary,11375,4022480100.0,75702.0,28,28Q196
General Academic,Elementary,11374,4020830123.0,71702.0,28,28Q206
General Academic,Junior High-Intermediate-Middle,11435,4097240173.0,23200.0,28,28Q217
General Academic,Elementary,11375,4021430001.0,74500.0,28,28Q220
General Academic,Secondary School,11433,4101780001.0,25800.0,28,28Q284
General Academic,Junior High-Intermediate-Middle,11433,4101780001.0,25800.0,28,28Q287
General Academic,Elementary,11375,4022180021.0,73900.0,28,28Q303
General Academic,Secondary School,11432,4098580100.0,45200.0,28,28Q310
General Academic,Elementary,11433,4121510001.0,26000.0,28,28Q312
General Academic,High school,11432,4098580100.0,45200.0,28,28Q325
General Academic,High school,11432,4098580100.0,45200.0,28,28Q328
General Academic,Junior High-Intermediate-Middle,11434,4124950270.0,33402.0,28,28Q332
General Academic,District Pre-K Center,11418,4093400104.0,14202.0,28,28Q335
Transfer School,High school,11432,4097680022.0,44602.0,28,28Q338
General Academic,Elementary,11432,4098130033.0,44602.0,28,28Q349
General Academic,High school,11432,4098580100.0,45200.0,28,28Q350
General Academic,Elementary,11434,4124950065.0,33402.0,28,28Q354
General Academic,Junior High-Intermediate-Middle,11432,4098130033.0,44602.0,28,28Q358
General Academic,High school,11375,4021890002.0,74700.0,28,28Q440
General Academic,High school,11432,4097740001.0,44800.0,28,28Q505
Career Technical,High school,11432,4098670002.0,45200.0,28,28Q620
General Academic,Secondary School,11432,4068580001.0,126700.0,28,28Q680
General Academic,High school,11375,4038860800.0,64500.0,28,28Q686
General Academic,High school,11433,4100990052.0,24600.0,28,28Q687
General Academic,High school,11434,4123350049.0,27800.0,28,28Q690
General Academic,Secondary School,11432,4097070048.0,23600.0,28,28Q896
General Academic,Elementary,11413,4126720001.0,37600.0,29,29Q015
General Academic,Elementary,11428,4107560001.0,56000.0,29,29Q033
General Academic,Elementary,11429,4111510081.0,58200.0,29,29Q034
General Academic,Elementary,11423,4104470007.0,48200.0,29,29Q035
General Academic,Elementary,11412,4124390032.0,36600.0,29,29Q036
General Academic,Elementary,11434,4129930118.0,35200.0,29,29Q037
General Academic,Elementary,11422,4132220001.0,63800.0,29,29Q038
General Academic,Elementary,11434,4133530020.0,32000.0,29,29Q052
General Academic,Junior High-Intermediate-Middle,11413,4127230076.0,35200.0,29,29Q059
General Academic,Elementary,11432,4099140001.0,46800.0,29,29Q095
General Academic,Junior High-Intermediate-Middle,11428,4106260001.0,54200.0,29,29Q109
General Academic,K-8,11433,4102500001.0,41400.0,29,29Q116
General Academic,Elementary,11412,4109260050.0,50400.0,29,29Q118
General Academic,Elementary,11432,4098750001.0,45600.0,29,29Q131
General Academic,Elementary,11413,4129270028.0,62600.0,29,29Q132
General Academic,Elementary,11412,4109060001.0,50800.0,29,29Q134
General Academic,Elementary,11427,4105820016.0,49200.0,29,29Q135
General Academic,Elementary,11412,4110180021.0,52000.0,29,29Q136
General Academic,K-8,11422,4135780001.0,66000.0,29,29Q138
General Academic,K-8,11411,4113000001.0,59800.0,29,29Q147
General Academic,Elementary,11413,4131700012.0,64600.0,29,29Q156
General Academic,Elementary,11411,4128200001.0,61400.0,29,29Q176
General Academic,Elementary,11413,4137180001.0,69400.0,29,29Q181
General Academic,Junior High-Intermediate-Middle,11412,4109440301.0,50800.0,29,29Q192
General Academic,Elementary,11422,4136550001.0,66400.0,29,29Q195
General Academic,K-8,11426,4078700070.0,156700.0,26,29Q208
General Academic,Junior High-Intermediate-Middle,11423,4099190006.0,47000.0,29,29Q238
Career Technical,High school,11411,4110490001.0,53401.0,29,29Q243
General Academic,High school,11413,4130570056.0,33000.0,29,29Q248
General Academic,Elementary,11413,4133310001.0,32000.0,29,29Q251
General Academic,Secondary School,11412,4109440301.0,50800.0,29,29Q259
General Academic,High school,11413,4130570056.0,33000.0,29,29Q265
General Academic,K-8,11433,4102150001.0,44400.0,29,29Q268
General Academic,K-8,11422,4129730001.0,61800.0,29,29Q270
General Academic,High school,11413,4130570056.0,33000.0,29,29Q272
General Academic,Secondary School,11413,4130570056.0,33000.0,29,29Q283
General Academic,Junior High-Intermediate-Middle,11413,4131700012.0,64600.0,29,29Q289
General Academic,K-8,11428,4108130005.0,56800.0,29,29Q295
Career Technical,High school,11411,4110490001.0,53401.0,29,29Q313
General Academic,High school,11423,4104430001.0,48000.0,29,29Q326
General Academic,Secondary School,11434,4123930001.0,43200.0,29,29Q327
General Academic,Junior High-Intermediate-Middle,11413,4133310001.0,32000.0,29,29Q355
General Academic,Junior High-Intermediate-Middle,11413,4133310001.0,32000.0,29,29Q356
General Academic,Elementary,11412,4109750001.0,52000.0,29,29Q360
General Academic,District Pre-K Center,11432,4102100022.0,44400.0,29,29Q381
General Academic,High school,11411,4110490001.0,53401.0,29,29Q492
General Academic,High school,11411,4110490001.0,53401.0,29,29Q498
General Academic,Elementary,11370,4009710001.0,31700.0,30,30Q002
General Academic,Junior High-Intermediate-Middle,11103,4007140001.0,15100.0,30,30Q010
General Academic,Elementary,11377,4012390001.0,25100.0,30,30Q011
General Academic,Elementary,11102,4005940001.0,7100.0,30,30Q017
General Academic,Elementary,11372,4012880001.0,28700.0,30,30Q069
General Academic,Elementary,11103,4006960014.0,14900.0,30,30Q070
General Academic,Elementary,11106,4003540001.0,3900.0,30,30Q076
General Academic,K-8,11109,4000180001.0,100.0,30,30Q078
General Academic,Elementary,11105,4007940017.0,11900.0,30,30Q084
General Academic,Elementary,11105,4008420031.0,11500.0,30,30Q085
General Academic,Elementary,11368,4017140018.0,37700.0,30,30Q092
General Academic,K-8,11101,4003630001.0,4300.0,30,30Q111
General Academic,Elementary,11101,4003440001.0,3300.0,30,30Q112
General Academic,K-8,11105,4008800001.0,10300.0,30,30Q122
General Academic,Junior High-Intermediate-Middle,11106,4005530001.0,7700.0,30,30Q126
General Academic,K-8,11369,4011090016.0,35700.0,30,30Q127
General Academic,Junior High-Intermediate-Middle,11105,4008100001.0,12301.0,30,30Q141
General Academic,Junior High-Intermediate-Middle,11372,4012520001.0,28500.0,30,30Q145
General Academic,Elementary,11369,4014190001.0,33900.0,30,30Q148
General Academic,Elementary,11372,4014410015.0,27300.0,30,30Q149
General Academic,Elementary,11104,4001850001.0,18101.0,30,30Q150
General Academic,Elementary,11377,4007520001.0,16300.0,30,30Q151
General Academic,Elementary,11377,4011840014.0,29300.0,30,30Q152
General Academic,Elementary,11106,4006100001.0,5700.0,30,30Q166
General Academic,Elementary,11102,4005370014.0,8300.0,30,30Q171
General Academic,Junior High-Intermediate-Middle,11106,4003430001.0,5100.0,30,30Q204
General Academic,Elementary,11372,4014430019.0,28300.0,30,30Q212
General Academic,Early Childhood,11372,4014600034.0,27900.0,30,30Q222
General Academic,Junior High-Intermediate-Middle,11369,4014230001.0,35300.0,30,30Q227
General Academic,Early Childhood,11369,4014230057.0,35300.0,30,30Q228
General Academic,Junior High-Intermediate-Middle,11372,4012600001.0,28900.0,30,30Q230
General Academic,Elementary,11102,4005920015.0,7300.0,30,30Q234
General Academic,Junior High-Intermediate-Middle,11102,4005920015.0,7300.0,30,30Q235
Career Technical,High school,11106,4003430001.0,5100.0,30,30Q258
General Academic,Elementary,11372,4014540018.0,27300.0,30,30Q280
General Academic,Secondary School,11102,4005420008.0,6900.0,30,30Q286
General Academic,Junior High-Intermediate-Middle,11101,4000060008.0,100.0,30,30Q291
General Academic,K-8,11102,4005940001.0,7100.0,30,30Q300
Career Technical,High school,11101,4000060008.0,100.0,30,30Q301
General Academic,Elementary,11369,4013770016.0,36100.0,30,30Q329
General Academic,Elementary,11377,4012280048.0,25700.0,30,30Q361
General Academic,Elementary,11101,4004320008.0,1900.0,30,30Q384
General Academic,District Pre-K Center,11369,4010900001.0,35700.0,30,30Q389
General Academic,Elementary,11377,401242003.0,1003.0,30,30Q398
General Academic,High school,11103,4007380002.0,16300.0,30,30Q445
General Academic,High school,11106,4005290002.0,4500.0,30,30Q450
General Academic,High school,11106,4006390016.0,5700.0,30,30Q501
General Academic,High school,11101,4004380026.0,1900.0,30,30Q502
General Academic,High school,11101,4004040001.0,3300.0,30,30Q555
General Academic,High school,11101,4004170016.0,3300.0,30,30Q575
General Academic,Secondary School,11106,4006340036.0,5500.0,30,30Q580
General Academic,Elementary,10307,5078980001.0,24401.0,31,31R001
General Academic,Junior High-Intermediate-Middle,10306,5036960100.0,11202.0,31,31R002
General Academic,Elementary,10309,5067960044.0,19800.0,31,31R003
General Academic,Elementary,10312,5060250030.0,17010.0,31,31R004
General Academic,Elementary,10312,5065660001.0,17600.0,31,31R005
General Academic,Elementary,10307,5077600001.0,24401.0,31,31R006
General Academic,Junior High-Intermediate-Middle,10312,5065440001.0,19800.0,31,31R007
General Academic,Elementary,10308,5052210001.0,15601.0,31,31R008
General Academic,Elementary,10304,5031710001.0,5000.0,31,31R009
General Academic,Elementary,10301,5000180015.0,1100.0,31,31R010
General Academic,Elementary,10304,5033030018.0,9602.0,31,31R011
General Academic,Elementary,10305,5028520001.0,800.0,31,31R013
General Academic,Elementary,10301,5000180015.0,1100.0,31,31R016
General Academic,Elementary,10310,5001760010.0,10500.0,31,31R018
General Academic,Elementary,10310,5002270024.0,14100.0,31,31R019
General Academic,Elementary,10302,5010200001.0,20700.0,31,31R020
General Academic,Elementary,10303,5011350001.0,21300.0,31,31R021
General Academic,Elementary,10303,5017060001.0,30302.0,31,31R022
General Academic,Elementary,10306,5043730001.0,13800.0,31,31R023
General Academic,Junior High-Intermediate-Middle,10308,5051530108.0,13203.0,31,31R024
General Academic,Elementary,10314,5026340001.0,29102.0,31,31R026
General Academic,Junior High-Intermediate-Middle,10310,5003080001.0,12500.0,31,31R027
General Academic,Secondary School,10304,5005560080.0,2900.0,31,31R028
General Academic,Elementary,10314,5003310001.0,14700.0,31,31R029
General Academic,Elementary,10314,5004230009.0,20100.0,31,31R030
General Academic,Elementary,10301,5000490182.0,900.0,31,31R031
General Academic,Elementary,10308,5054440012.0,14608.0,31,31R032
General Academic,Junior High-Intermediate-Middle,10307,5078940001.0,24401.0,31,31R034
General Academic,Elementary,10301,5006100127.0,4700.0,31,31R035
General Academic,Elementary,10312,5062620012.0,17005.0,31,31R036
General Academic,Elementary,10306,5037320006.0,11202.0,31,31R038
General Academic,Elementary,10305,5030970014.0,2002.0,31,31R039
General Academic,Elementary,10306,5036450007.0,12200.0,31,31R041
General Academic,Elementary,10312,5056050001.0,17012.0,31,31R042
General Academic,Elementary,10303,5012180001.0,23100.0,31,31R044
General Academic,Elementary,10310,5002760007.0,12100.0,31,31R045
General Academic,Elementary,10305,5032430001.0,6400.0,31,31R046
General Academic,High school,10314,5024500320.0,27702.0,31,31R047
General Academic,K-8,10304,5031680004.0,5000.0,31,31R048
General Academic,Junior High-Intermediate-Middle,10304,5005560080.0,2900.0,31,31R049
General Academic,Elementary,10306,5047160060.0,13204.0,31,31R050
General Academic,Junior High-Intermediate-Middle,10302,5014780500.0,25100.0,31,31R051
General Academic,Elementary,10305,5037050001.0,11201.0,31,31R052
General Academic,Elementary,10308,5051060001.0,13203.0,31,31R053
General Academic,Elementary,10314,5019870104.0,27302.0,31,31R054
General Academic,Elementary,10312,5053360001.0,15602.0,31,31R055
General Academic,Elementary,10309,5070440001.0,20801.0,31,31R056
General Academic,Elementary,10304,5028880040.0,4000.0,31,31R057
General Academic,Elementary,10314,5024500305.0,27702.0,31,31R058
General Academic,Elementary,10301,5000140032.0,700.0,31,31R059
General Academic,Elementary,10314,5015800044.0,29104.0,31,31R060
General Academic,Junior High-Intermediate-Middle,10301,5001000100.0,6700.0,31,31R061
General Academic,Elementary,10309,5070920039.0,22600.0,31,31R062
General Academic,Junior High-Intermediate-Middle,10314,5024500320.0,27702.0,31,31R063
General Academic,High school,10314,5024500320.0,27702.0,31,31R064
General Academic,Elementary,10301,5005060081.0,2100.0,31,31R065
General Academic,District Pre-K Center,10301,5000080060.0,300.0,31,31R066
General Academic,Elementary,10302,5010650007.0,24700.0,31,31R068
General Academic,Elementary,10314,5023660073.0,27705.0,31,31R069
General Academic,Junior High-Intermediate-Middle,10314,5023640001.0,27706.0,31,31R072
General Academic,Elementary,10301,5000180006.0,1100.0,31,31R074
General Academic,Junior High-Intermediate-Middle,10312,5060500002.0,17010.0,31,31R075
General Academic,Elementary,10304,5005450110.0,2900.0,31,31R078
General Academic,K-12 all grades,10301,5006830001.0,17700.0,31,31R080
General Academic,High school,10306,5039300010.0,11202.0,31,31R440
General Academic,High school,10302,5011210001.0,21300.0,31,31R445
General Academic,High school,10301,5000220001.0,700.0,31,31R450
General Academic,High school,10312,5066130001.0,19800.0,31,31R455
General Academic,High school,10314,5009550100.0,18100.0,31,31R460
Transfer School,High school,10304,5028850001.0,4000.0,31,31R470
Career Technical,High school,10301,5000190004.0,900.0,31,31R600
General Academic,High school,10306,5042440001.0,13400.0,31,31R605
General Academic,K-8,10314,5016530001.0,30301.0,31,31R861
General Academic,K-8,11207,3034270011.0,40100.0,32,32K045
General Academic,Elementary,11221,3033140001.0,41900.0,32,32K075
General Academic,Elementary,11237,3032890027.0,43100.0,32,32K086
General Academic,Elementary,11221,3033760034.0,41500.0,32,32K106
General Academic,Elementary,11237,3033170001.0,43300.0,32,32K116
General Academic,Elementary,11237,3032100001.0,44500.0,32,32K123
General Academic,Elementary,11206,3031530011.0,42500.0,32,32K145
General Academic,Elementary,11207,3034060001.0,43700.0,32,32K151
General Academic,Junior High-Intermediate-Middle,11237,3032120001.0,44500.0,32,32K162
General Academic,High school,11237,3033650098.0,43500.0,32,32K168
General Academic,Elementary,11221,3032410037.0,39300.0,32,32K274
General Academic,Junior High-Intermediate-Middle,11221,3033430001.0,43300.0,32,32K291
General Academic,Elementary,11221,3033580001.0,39900.0,32,32K299
General Academic,Junior High-Intermediate-Middle,11221,3031850001.0,42300.0,32,32K347
General Academic,Junior High-Intermediate-Middle,11221,3031850001.0,42300.0,32,32K349
General Academic,Elementary,11237,3032870001.0,43100.0,32,32K376
General Academic,Elementary,11221,3033600001.0,41500.0,32,32K377
General Academic,Junior High-Intermediate-Middle,11237,3032980001.0,43100.0,32,32K383
General Academic,K-8,11207,3034420001.0,40900.0,32,32K384
General Academic,High school,11237,3033650098.0,43500.0,32,32K403
General Academic,High school,11221,3032300027.0,39300.0,32,32K545
General Academic,High school,11237,3033650098.0,43500.0,32,32K549
General Academic,High school,11237,3033650098.0,43500.0,32,32K552
General Academic,Secondary School,11237,3033440136.0,43300.0,32,32K554
General Academic,High school,11221,3032420001.0,39300.0,32,32K556
General Academic,Junior High-Intermediate-Middle,11207,3034160001.0,41300.0,32,32K562
Transfer School,High school,11221,3033430001.0,43300.0,32,32K564
Special Education,Elementary,11207,3044010001.0,107800.0,19,75K004
Special Education,K-12 all grades,11207,3043270024.0,110400.0,19,75K036
Special Education,K-12 all grades,11215,3008800001.0,14700.0,15,75K053
Special Education,K-12 all grades,11217,3009410050.0,12902.0,13,75K077
Special Education,K-8,11216,3018450001.0,26900.0,13,75K140
Special Education,K-12 all grades,11226,3050500051.0,80200.0,17,75K141
Special Education,K-8,11204,3054920001.0,47000.0,20,75K231
Special Education,K-12 all grades,11206,3017430018.0,25700.0,14,75K368
Special Education,K-12 all grades,11217,3001720055.0,4100.0,15,75K369
Special Education,K-12 all grades,11224,3072740107.0,35602.0,21,75K370
Special Education,High school,11232,3006960031.0,8400.0,15,75K371
Special Education,K-8,11215,3004550001.0,11900.0,15,75K372
Special Education,High school,11206,3017260014.0,25700.0,14,75K373
Special Education,K-8,11212,3035200008.0,92400.0,23,75K396
Special Education,K-12 all grades,11223,3071850020.0,30800.0,21,75K721
Special Education,High school,11238,3020080001.0,17900.0,13,75K753
Special Education,K-12 all grades,11235,3087120056.0,61004.0,21,75K771
Special Education,Secondary School,11235,3074470001.0,59600.0,22,75K811
Special Education,K-12 all grades,10019,1010430022.0,13300.0,2,75M035
Special Education,Secondary School,10035,1017470001.0,19800.0,5,75M079
Special Education,K-12 all grades,10280,1000160040.0,31704.0,2,75M094
Special Education,K-12 all grades,10035,1017760020.0,24200.0,5,75M138
Special Education,K-12 all grades,10128,1015167502.0,14802.0,2,75M169
Special Education,K-12 all grades,10003,1009220008.0,4800.0,2,75M226
Special Education,K-12 all grades,10465,2055310021.0,16600.0,8,75M401
Home School,K-12 all grades,10465,2055310021.0,16600.0,8,75M501
Special Education,Secondary School,10014,1005810054.0,6700.0,2,75M721
Special Education,High school,10003,1004460020.0,3800.0,1,75M751
Special Education,K-8,10024,1012300001.0,17100.0,3,75M811
Special Education,K-8,11365,4071280010.0,134700.0,26,75Q004
Special Education,K-8,11378,4026310106.0,53500.0,24,75Q009
Special Education,K-12 all grades,11426,4084010001.0,156700.0,26,75Q023
Special Education,K-8,11385,4035490044.0,55300.0,24,75Q075
Special Education,K-12 all grades,11365,4056740002.0,141700.0,26,75Q177
Special Education,K-8,11426,4084010375.0,155102.0,26,75Q224
Special Education,K-12 all grades,11375,4038860800.0,64500.0,28,75Q233
Special Education,K-12 all grades,11366,4068260001.0,125700.0,25,75Q255
Special Education,K-12 all grades,11791,0.0,,0,75Q256
Special Education,K-12 all grades,11377,4022940026.0,18700.0,24,75Q277
Special Education,High school,11373,4018730050.0,68300.0,24,75Q721
Special Education,High school,11436,4119720070.0,19200.0,28,75Q752
Special Education,K-12 all grades,11362,4083610001.0,152902.0,26,75Q811
Special Education,K-12 all grades,11001,4088010014.0,157903.0,26,75Q993
Special Education,K-12 all grades,10309,5076640001.0,19800.0,31,75R025
Special Education,K-12 all grades,10308,5045860001.0,14605.0,31,75R037
Special Education,K-8,10301,5000730064.0,8100.0,31,75R373
Special Education,Secondary School,10304,5005340075.0,2700.0,31,75R721
Special Education,K-12 all grades,10465,2055470001.0,15200.0,8,75X010
Special Education,Secondary School,10461,2039830001.0,20000.0,11,75X012
Special Education,K-8,10456,2026550030.0,7700.0,7,75X017
Special Education,K-12 all grades,10467,2033300001.0,42500.0,10,75X168
Special Education,Secondary School,10475,2051410150.0,46201.0,11,75X176
Special Education,K-12 all grades,10459,2029690001.0,15100.0,12,75X186
Special Education,K-12 all grades,10460,2031000014.0,39300.0,10,75X188
Special Education,K-8,10460,2030050010.0,35900.0,12,75X352
Special Education,K-8,10467,2033530040.0,42500.0,10,75X469
Special Education,Elementary,10475,2051410150.0,46201.0,11,75X596
Special Education,High school,10461,2041330200.0,28400.0,11,75X721
Special Education,K-12 all grades,10475,2052630070.0,46202.0,11,75X723
Special Education,High school,10455,2025780027.0,3500.0,7,75X754
Special Education,Secondary School,10459,2030070008.0,12300.0,12,75X811
General Academic,K-8,11206,3022270001.0,52900.0,14,84K037
General Academic,Elementary,11206,3017490001.0,28502.0,14,84K125
General Academic,Elementary,11201,3004020001.0,6900.0,15,84K129
General Academic,Elementary,11211,3024190001.0,52300.0,14,84K182
General Academic,K-8,11238,3011480050.0,30500.0,17,84K333
General Academic,Junior High-Intermediate-Middle,11211,3021770001.0,53500.0,14,84K355
General Academic,K-12 all grades,11203,3048060001.0,87600.0,17,84K356
General Academic,K-12 all grades,11213,3013700029.0,34300.0,17,84K357
General Academic,K-12 all grades,11207,3038230001.0,112600.0,19,84K358
General Academic,Junior High-Intermediate-Middle,11213,3013470001.0,30900.0,16,84K360
General Academic,K-8,11215,3006340034.0,14300.0,15,84K362
General Academic,K-8,11206,3017430018.0,25700.0,14,84K367
General Academic,K-8,11236,3081600022.0,96400.0,18,84K379
Transfer School,High school,11212,3035080012.0,90000.0,17,84K395
General Academic,K-8,11221,3016300001.0,29300.0,16,84K406
Transfer School,High school,11210,3076200057.0,76000.0,22,84K417
General Academic,High school,11206,0.0,48500.0,14,84K473
Transfer School,High school,11217,0.0,6900.0,15,84K486
General Academic,K-8,11238,3020110039.0,19900.0,13,84K508
General Academic,K-12 all grades,11216,3018450001.0,26900.0,13,84K517
General Academic,K-8,11205,3020390002.0,2901.0,13,84K536
General Academic,K-8,11237,3032980001.0,43100.0,32,84K538
General Academic,K-8,11233,3016730001.0,38300.0,16,84K593
General Academic,K-12 all grades,11212,3046690037.0,88600.0,18,84K608
General Academic,K-12 all grades,11233,3014480001.0,36501.0,23,84K626
General Academic,Junior High-Intermediate-Middle,11221,3016360001.0,29300.0,16,84K648
General Academic,Elementary,11221,3016360001.0,29300.0,16,84K649
General Academic,K-8,11231,3005390024.0,5900.0,15,84K651
General Academic,K-12 all grades,11212,3046330050.0,89200.0,18,84K652
General Academic,K-8,11208,3044770001.0,111600.0,19,84K680
General Academic,High school,11222,3027120001.0,49900.0,14,84K693
General Academic,Elementary,11206,3017590013.0,25901.0,14,84K701
General Academic,K-8,11205,3019230001.0,19300.0,13,84K702
General Academic,K-8,11226,3050500051.0,80200.0,17,84K704
General Academic,Secondary School,11218,3053160001.0,50000.0,15,84K707
General Academic,Junior High-Intermediate-Middle,11212,3037440009.0,90800.0,23,84K710
General Academic,K-8,11212,3036360007.0,92200.0,23,84K711
General Academic,K-12 all grades,11221,3016430036.0,38500.0,16,84K712
General Academic,K-8,11236,3082300001.0,98600.0,18,84K724
General Academic,Secondary School,11231,3005250001.0,5900.0,15,84K730
General Academic,K-8,11221,3016330058.0,38700.0,16,84K731
General Academic,High school,11221,3033430001.0,43300.0,32,84K733
General Academic,Elementary,11236,3047530001.0,93000.0,18,84K736
General Academic,K-8,11212,0.0,90000.0,23,84K737
General Academic,High school,11235,3074250002.0,62600.0,22,84K738
General Academic,High school,11235,3074250002.0,62600.0,22,84K739
General Academic,K-8,11208,3044640025.0,120800.0,19,84K740
General Academic,K-8,11225,3012970026.0,31900.0,17,84K741
General Academic,K-8,11213,3013670022.0,34700.0,17,84K742
General Academic,K-12 all grades,11224,3072500025.0,35400.0,21,84K744
General Academic,K-8,11234,3084701091.0,69800.0,22,84K746
General Academic,Elementary,11205,3020280001.0,21100.0,13,84K752
General Academic,K-8,11216,3012330026.0,31701.0,17,84K756
General Academic,Secondary School,11221,3018210001.0,27700.0,13,84K757
General Academic,Junior High-Intermediate-Middle,11215,3008890001.0,150200.0,15,84K758
General Academic,K-8,11236,0.0,97400.0,18,84K759
General Academic,Elementary,11201,3001470044.0,1100.0,13,84K766
General Academic,K-8,11207,3037680001.0,113400.0,19,84K769
General Academic,Elementary,11204,3065950033.0,43000.0,21,84K772
General Academic,K-8,11208,3039690001.0,117000.0,19,84K774
General Academic,K-12 all grades,11212,3036930001.0,90800.0,23,84K775
General Academic,K-8,11233,3015500001.0,30100.0,23,84K777
General Academic,Junior High-Intermediate-Middle,11216,3018230038.0,24900.0,13,84K780
General Academic,K-8,11234,3083880002.0,69602.0,22,84K781
General Academic,K-8,11206,3015910045.0,28300.0,16,84K782
General Academic,K-8,11221,3033600001.0,41500.0,32,84K784
General Academic,K-8,11207,3043540026.0,110400.0,19,84K785
General Academic,K-8,11207,3043490050.0,110400.0,19,84K788
General Academic,Elementary,11205,3021030004.0,18100.0,13,84K789
General Academic,K-8,11210,3052160069.0,82800.0,22,84K790
General Academic,K-8,11230,3054240029.0,48200.0,22,84K791
General Academic,Elementary,11212,0.0,92200.0,18,84K792
General Academic,K-8,11221,3033990001.0,43700.0,32,84K793
General Academic,Secondary School,11226,3000770001.0,13.0,13,84K803
General Academic,Junior High-Intermediate-Middle,11207,3043480001.0,110400.0,19,84K807
General Academic,K-8,11226,3050490055.0,80200.0,17,84K876
General Academic,K-8,11238,3020160030.0,227.0,13,84K879
General Academic,Elementary,11221,3033060015.0,41900.0,32,84K882
General Academic,Junior High-Intermediate-Middle,11221,3017870014.0,28100.0,16,84K883
General Academic,Elementary,11226,3051030101.0,79400.0,17,84K886
General Academic,High school,11221,3016160001.0,29100.0,16,84K892
General Academic,Elementary,11223,3068520018.0,298.0,21,84K895
General Academic,Elementary,11208,3041740067.0,118600.0,19,84K910
General Academic,Secondary School,11226,3000770001.0,13.0,13,84K911
General Academic,Junior High-Intermediate-Middle,11212,3035600018.0,92400.0,23,84K912
General Academic,Elementary,11203,0.0,94600.0,18,84K927
General Academic,Junior High-Intermediate-Middle,11218,3053160001.0,50000.0,15,84K928
General Academic,Elementary,11208,3041740067.0,118600.0,19,84K929
General Academic,Elementary,11220,3008160001.0,4001.0,15,84K930
General Academic,Elementary,11226,3050840084.0,822.0,17,84K933
General Academic,Elementary,11203,3048770001.0,81400.0,18,84K934
General Academic,Elementary,11220,3008070046.0,1001.0,15,84K937
General Academic,Junior High-Intermediate-Middle,11212,3046480001.0,88600.0,18,84K956
General Academic,Secondary School,10027,1019320010.0,22400.0,5,84M065
General Academic,K-12 all grades,10032,1021120058.0,24900.0,6,84M068
General Academic,Elementary,10002,1002690041.0,201.0,1,84M080
General Academic,Elementary,10037,1017390033.0,21400.0,5,84M085
General Academic,K-8,10030,1020500136.0,227.0,6,84M100
General Academic,K-8,10029,1016120050.0,17401.0,4,84M168
General Academic,Elementary,10019,1010590015.0,12700.0,2,84M170
General Academic,K-8,10003,1008720057.0,5000.0,2,84M174
General Academic,K-8,10026,0.0,21800.0,3,84M186
General Academic,Junior High-Intermediate-Middle,10002,0.0,1800.0,1,84M202
General Academic,Secondary School,10029,1016100001.0,16800.0,4,84M204
General Academic,Junior High-Intermediate-Middle,10004,1000220013.0,900.0,2,84M263
General Academic,Elementary,10040,1021790511.0,27300.0,6,84M265
General Academic,Secondary School,10026,1018280015.0,21600.0,3,84M279
General Academic,K-12 all grades,10027,1019330020.0,22400.0,5,84M284
General Academic,Junior High-Intermediate-Middle,10033,1021630041.0,26300.0,6,84M295
General Academic,Elementary,10002,1003430001.0,1402.0,1,84M320
General Academic,Elementary,10026,1015950015.0,18600.0,3,84M329
General Academic,K-8,10002,1003560100.0,2000.0,1,84M330
General Academic,K-12 all grades,10035,1017970100.0,19400.0,4,84M335
General Academic,K-12 all grades,10027,1020010005.0,22302.0,5,84M336
