dbn,schoolName,cohortYear,cohort,numTotalCohort,numGrads,pctGrad
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2009,5 year August,127,69.0,0.5433070755
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2008,5 year August,111,60.0,0.5405405426000001
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,5 year August,135,87.0,0.6444444275
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,5 year August,117,78.0,0.6666666412
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2015,5 year June,141,106.0,0.7517730713
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2014,5 year June,118,69.0,0.5847457504
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2013,5 year June,100,60.0,0.6
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2012,5 year June,146,79.0,0.5410958861999999
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2011,5 year June,71,49.0,0.6901408386
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2010,5 year June,121,77.0,0.6363636398
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2009,5 year June,127,68.0,0.5354330826
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2008,5 year June,111,59.0,0.5315315247
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,5 year June,135,87.0,0.6444444275
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,5 year June,117,77.0,0.6581196594
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2005,5 year June,132,88.0,0.6666666412
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2004,5 year June,2,,
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2014,6 year June,117,74.0,0.6324786377
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2013,6 year June,100,62.0,0.62
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2012,6 year June,146,85.0,0.5821917725
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2011,6 year June,71,52.0,0.7323943328999999
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2010,6 year June,121,78.0,0.644628067
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2009,6 year June,126,72.0,0.571428566
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2008,6 year June,110,60.0,0.5454545593
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,6 year June,133,88.0,0.6616541290000001
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,6 year June,113,76.0,0.6725663757
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2005,6 year June,132,89.0,0.6742424011
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2004,6 year June,2,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,2016,4 year August,100,82.0,0.82
10X284,BRONX SCHOOL OF LAW AND FINANCE,2015,4 year August,81,64.0,0.7901234436
10X284,BRONX SCHOOL OF LAW AND FINANCE,2014,4 year August,98,77.0,0.7857142639
10X284,BRONX SCHOOL OF LAW AND FINANCE,2013,4 year August,101,78.0,0.7722772217
10X284,BRONX SCHOOL OF LAW AND FINANCE,2012,4 year August,95,64.0,0.6736842346
10X284,BRONX SCHOOL OF LAW AND FINANCE,2011,4 year August,117,76.0,0.6495726775999999
10X284,BRONX SCHOOL OF LAW AND FINANCE,2010,4 year August,104,68.0,0.6538461304000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2009,4 year August,92,61.0,0.6630434418
10X284,BRONX SCHOOL OF LAW AND FINANCE,2008,4 year August,101,73.0,0.7227722930999999
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,4 year August,98,68.0,0.6938775635000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,4 year August,99,67.0,0.6767676544
10X284,BRONX SCHOOL OF LAW AND FINANCE,2005,4 year August,105,76.0,0.7238095093
10X284,BRONX SCHOOL OF LAW AND FINANCE,2016,4 year June,100,79.0,0.79
10X284,BRONX SCHOOL OF LAW AND FINANCE,2015,4 year June,81,59.0,0.7283950806
10X284,BRONX SCHOOL OF LAW AND FINANCE,2014,4 year June,98,71.0,0.7244898224
10X284,BRONX SCHOOL OF LAW AND FINANCE,2013,4 year June,101,74.0,0.7326732635000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2012,4 year June,95,63.0,0.6631578827
10X284,BRONX SCHOOL OF LAW AND FINANCE,2011,4 year June,117,67.0,0.5726495743000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2010,4 year June,104,55.0,0.5288461685
10X284,BRONX SCHOOL OF LAW AND FINANCE,2009,4 year June,92,49.0,0.5326086807
10X284,BRONX SCHOOL OF LAW AND FINANCE,2008,4 year June,101,62.0,0.6138613892
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,4 year June,98,60.0,0.6122449112
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,4 year June,99,58.0,0.5858585739
10X284,BRONX SCHOOL OF LAW AND FINANCE,2005,4 year June,105,70.0,0.6666666412
10X284,BRONX SCHOOL OF LAW AND FINANCE,2004,4 year June,79,60.0,0.7594936371
10X284,BRONX SCHOOL OF LAW AND FINANCE,2003,4 year June,83,58.0,0.698795166
10X284,BRONX SCHOOL OF LAW AND FINANCE,2002,4 year June,4,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,2001,4 year June,1,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,2015,5 year August,78,69.0,0.8846154022
10X284,BRONX SCHOOL OF LAW AND FINANCE,2014,5 year August,98,81.0,0.8265306091
10X284,BRONX SCHOOL OF LAW AND FINANCE,2013,5 year August,101,78.0,0.7722772217
10X284,BRONX SCHOOL OF LAW AND FINANCE,2012,5 year August,93,67.0,0.7204301452999999
10X284,BRONX SCHOOL OF LAW AND FINANCE,2011,5 year August,110,81.0,0.7363636017
10X284,BRONX SCHOOL OF LAW AND FINANCE,2010,5 year August,102,80.0,0.784313736
10X284,BRONX SCHOOL OF LAW AND FINANCE,2009,5 year August,91,69.0,0.7582417297
10X284,BRONX SCHOOL OF LAW AND FINANCE,2008,5 year August,101,76.0,0.7524752807999999
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,5 year August,96,74.0,0.7708333588
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,5 year August,97,68.0,0.7010309601
10X284,BRONX SCHOOL OF LAW AND FINANCE,2015,5 year June,78,67.0,0.8589743805000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2014,5 year June,98,80.0,0.8163265228000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2013,5 year June,101,78.0,0.7722772217
10X284,BRONX SCHOOL OF LAW AND FINANCE,2012,5 year June,93,67.0,0.7204301452999999
10X284,BRONX SCHOOL OF LAW AND FINANCE,2011,5 year June,110,81.0,0.7363636017
10X284,BRONX SCHOOL OF LAW AND FINANCE,2010,5 year June,102,77.0,0.7549019623
10X284,BRONX SCHOOL OF LAW AND FINANCE,2009,5 year June,91,67.0,0.7362637329
10X284,BRONX SCHOOL OF LAW AND FINANCE,2008,5 year June,101,74.0,0.7326732635000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,5 year June,96,71.0,0.7395833588
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,5 year June,97,68.0,0.7010309601
10X284,BRONX SCHOOL OF LAW AND FINANCE,2005,5 year June,103,77.0,0.7475727844
10X284,BRONX SCHOOL OF LAW AND FINANCE,2004,5 year June,81,67.0,0.8271604919000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2003,5 year June,83,66.0,0.7951807404
10X284,BRONX SCHOOL OF LAW AND FINANCE,2002,5 year June,4,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,2001,5 year June,1,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,2014,6 year June,98,82.0,0.8367346954
10X284,BRONX SCHOOL OF LAW AND FINANCE,2013,6 year June,101,80.0,0.7920792389
10X284,BRONX SCHOOL OF LAW AND FINANCE,2012,6 year June,92,67.0,0.7282608795000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2011,6 year June,110,85.0,0.7727272797000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2010,6 year June,101,82.0,0.8118811798
10X284,BRONX SCHOOL OF LAW AND FINANCE,2009,6 year June,92,70.0,0.7608695984
10X284,BRONX SCHOOL OF LAW AND FINANCE,2008,6 year June,101,77.0,0.7623762512000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,6 year June,96,74.0,0.7708333588
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,6 year June,97,68.0,0.7010309601
10X284,BRONX SCHOOL OF LAW AND FINANCE,2005,6 year June,103,79.0,0.7669902802
10X284,BRONX SCHOOL OF LAW AND FINANCE,2004,6 year June,81,67.0,0.8271604919000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2003,6 year June,81,67.0,0.8271604919000001
10X284,BRONX SCHOOL OF LAW AND FINANCE,2002,6 year June,4,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,2001,6 year June,1,,
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2016,4 year August,138,25.0,0.18115942000000002
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2015,4 year August,115,14.0,0.12173913
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2014,4 year August,110,15.0,0.1363636398
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2013,4 year August,134,11.0,0.08208954811
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2012,4 year August,102,10.0,0.098039217
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2011,4 year August,126,14.0,0.1111111069
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2010,4 year August,104,9.0,0.08653845787
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2009,4 year August,121,15.0,0.12396694180000001
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2008,4 year August,101,16.0,0.1584158421
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,4 year August,92,19.0,0.20652173999999998
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,4 year August,113,29.0,0.25663717269999997
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2005,4 year August,82,24.0,0.2926829338
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2016,4 year June,138,22.0,0.15942029
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2015,4 year June,115,12.0,0.1043478298
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2014,4 year June,110,13.0,0.1181818199
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2013,4 year June,134,11.0,0.08208954811
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2012,4 year June,102,9.0,0.08823529243
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2011,4 year June,126,14.0,0.1111111069
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2010,4 year June,104,8.0,0.07692307472
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2009,4 year June,121,13.0,0.1074380207
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2008,4 year June,101,16.0,0.1584158421
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,4 year June,92,18.0,0.19565217969999998
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,4 year June,113,24.0,0.2123893738
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2005,4 year June,82,24.0,0.2926829338
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2004,4 year June,36,18.0,0.5
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2003,4 year June,51,18.0,0.3529411697
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2002,4 year June,43,0.0,0.0
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2001,4 year June,10,0.0,0.0
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2015,5 year August,123,41.0,0.3333333206
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2014,5 year August,133,30.0,0.2255639076
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2013,5 year August,159,37.0,0.2327044106
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2012,5 year August,127,25.0,0.1968503952
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2011,5 year August,142,45.0,0.3169014168
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2010,5 year August,120,22.0,0.18333333970000001
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2009,5 year August,136,31.0,0.2279411697
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2008,5 year August,122,30.0,0.2459016418
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,5 year August,98,36.0,0.36734695430000003
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,5 year August,139,51.0,0.36690647130000004
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2015,5 year June,123,37.0,0.3008130074
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2014,5 year June,133,28.0,0.2105263138
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2013,5 year June,159,32.0,0.2012578583
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2012,5 year June,127,25.0,0.1968503952
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2011,5 year June,142,42.0,0.2957746506
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2010,5 year June,120,22.0,0.18333333970000001
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2009,5 year June,136,29.0,0.21323530200000002
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2008,5 year June,122,29.0,0.2377049255
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,5 year June,98,36.0,0.36734695430000003
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,5 year June,139,48.0,0.3453237534
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2005,5 year June,97,40.0,0.41237113950000004
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2004,5 year June,47,23.0,0.4893616867
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2003,5 year June,51,29.0,0.5686274338
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2002,5 year June,43,22.0,0.5116279221
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2001,5 year June,10,0.0,0.0
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2014,6 year June,132,41.0,0.31060606
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2013,6 year June,163,54.0,0.3312883377
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2012,6 year June,133,50.0,0.3759398651
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2011,6 year June,143,54.0,0.3776223755
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2010,6 year June,124,37.0,0.2983870888
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2009,6 year June,135,44.0,0.3259259415
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2008,6 year June,124,40.0,0.3225806427
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,6 year June,99,47.0,0.474747467
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,6 year June,134,58.0,0.4328358078
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2005,6 year June,97,52.0,0.5360824585
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2004,6 year June,55,28.0,0.5090909195
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2003,6 year June,54,36.0,0.6666666412
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2002,6 year June,43,26.0,0.6046511459
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2001,6 year June,10,5.0,0.5
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2016,4 year August,95,67.0,0.7052631377999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2015,4 year August,103,67.0,0.6504854584
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2014,4 year August,114,83.0,0.7280701447
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2013,4 year August,95,73.0,0.7684210204999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2012,4 year August,100,71.0,0.71
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2011,4 year August,104,70.0,0.6730769348
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2010,4 year August,89,55.0,0.6179775238
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2009,4 year August,116,74.0,0.6379310226
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2008,4 year August,120,86.0,0.7166666411999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,4 year August,99,64.0,0.6464646149
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,4 year August,83,49.0,0.5903614426
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2005,4 year August,90,68.0,0.7555555725
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2016,4 year June,95,67.0,0.7052631377999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2015,4 year June,103,59.0,0.5728155518
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2014,4 year June,114,79.0,0.6929824829000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2013,4 year June,95,66.0,0.6947368622000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2012,4 year June,100,67.0,0.67
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2011,4 year June,104,65.0,0.625
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2010,4 year June,89,53.0,0.5955056
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2009,4 year June,116,66.0,0.5689655304
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2008,4 year June,120,74.0,0.6166666794000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,4 year June,99,57.0,0.5757575607
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,4 year June,83,49.0,0.5903614426
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2005,4 year June,90,65.0,0.7222222137
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2004,4 year June,4,,
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2015,5 year August,104,79.0,0.7596154022
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2014,5 year August,115,93.0,0.8086956786999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2013,5 year August,93,78.0,0.8387096405
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2012,5 year August,99,77.0,0.7777777863
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2011,5 year August,103,80.0,0.7766990662000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2010,5 year August,87,62.0,0.7126436615
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2009,5 year August,116,85.0,0.7327586365000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2008,5 year August,121,94.0,0.7768595123
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,5 year August,98,69.0,0.7040816498
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,5 year August,83,56.0,0.6746987915
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2015,5 year June,104,79.0,0.7596154022
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2014,5 year June,115,92.0,0.8
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2013,5 year June,93,76.0,0.8172042847000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2012,5 year June,99,76.0,0.7676767730999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2011,5 year June,103,80.0,0.7766990662000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2010,5 year June,87,61.0,0.7011494446000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2009,5 year June,116,84.0,0.7241379547
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2008,5 year June,121,94.0,0.7768595123
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,5 year June,98,68.0,0.6938775635000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,5 year June,83,54.0,0.6506024170000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2005,5 year June,88,73.0,0.8295454407
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2004,5 year June,11,2.0,0.1818181801
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2014,6 year June,115,98.0,0.8521739196999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2013,6 year June,92,78.0,0.8478260803000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2012,6 year June,98,77.0,0.7857142639
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2011,6 year June,103,83.0,0.8058252716
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2010,6 year June,86,62.0,0.7209302521
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2009,6 year June,116,88.0,0.7586206818
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2008,6 year June,121,95.0,0.7851239777000001
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,6 year June,98,71.0,0.7244898224
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,6 year June,83,57.0,0.6867469788
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2005,6 year June,88,75.0,0.8522727202999999
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2004,6 year June,11,2.0,0.1818181801
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2003,6 year June,2,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2016,4 year August,119,95.0,0.7983193206999999
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2015,4 year August,120,85.0,0.7083333588
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2014,4 year August,126,78.0,0.6190476227
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2013,4 year August,105,54.0,0.5142856979
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2012,4 year August,6,0.0,0.0
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2011,4 year August,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2016,4 year June,119,86.0,0.7226890564
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2015,4 year June,120,81.0,0.675
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2014,4 year June,126,69.0,0.5476190567
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2013,4 year June,105,24.0,0.228571434
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2012,4 year June,6,0.0,0.0
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2011,4 year June,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2015,5 year August,117,90.0,0.7692308044
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2014,5 year August,124,87.0,0.7016129302999999
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2013,5 year August,102,63.0,0.6176470566
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2012,5 year August,6,0.0,0.0
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2011,5 year August,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2010,5 year August,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2015,5 year June,117,90.0,0.7692308044
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2014,5 year June,124,85.0,0.6854838562000001
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2013,5 year June,102,62.0,0.607843132
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2012,5 year June,6,0.0,0.0
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2011,5 year June,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2010,5 year June,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2014,6 year June,123,88.0,0.7154471588
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2013,6 year June,102,64.0,0.6274509811
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2012,6 year June,6,2.0,0.3333333206
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2011,6 year June,1,,
10X351,BRONX COLLABORATIVE HIGH SCHOOL,2010,6 year June,1,,
10X353,WORLD VIEW HIGH SCHOOL,2016,4 year August,142,134.0,0.9436619568000001
10X353,WORLD VIEW HIGH SCHOOL,2015,4 year August,109,101.0,0.9266055298000001
10X353,WORLD VIEW HIGH SCHOOL,2014,4 year August,92,74.0,0.8043478394
10X353,WORLD VIEW HIGH SCHOOL,2013,4 year August,70,60.0,0.857142868
10X353,WORLD VIEW HIGH SCHOOL,2016,4 year June,142,134.0,0.9436619568000001
10X353,WORLD VIEW HIGH SCHOOL,2015,4 year June,109,96.0,0.8807339478
10X353,WORLD VIEW HIGH SCHOOL,2014,4 year June,92,74.0,0.8043478394
10X353,WORLD VIEW HIGH SCHOOL,2013,4 year June,70,60.0,0.857142868
10X353,WORLD VIEW HIGH SCHOOL,2015,5 year August,108,102.0,0.9444444274999999
10X353,WORLD VIEW HIGH SCHOOL,2014,5 year August,91,75.0,0.8241757965
10X353,WORLD VIEW HIGH SCHOOL,2013,5 year August,70,60.0,0.857142868
10X353,WORLD VIEW HIGH SCHOOL,2012,5 year August,1,,
10X353,WORLD VIEW HIGH SCHOOL,2015,5 year June,108,102.0,0.9444444274999999
10X353,WORLD VIEW HIGH SCHOOL,2014,5 year June,91,75.0,0.8241757965
10X353,WORLD VIEW HIGH SCHOOL,2013,5 year June,70,60.0,0.857142868
10X353,WORLD VIEW HIGH SCHOOL,2012,5 year June,1,,
10X353,WORLD VIEW HIGH SCHOOL,2014,6 year June,90,75.0,0.8333333588
