dbn,schoolName,cohortYear,cohort,numTotalCohort,numGrads,pctGrad
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,4 year August,97,76.0,0.7835051727
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,4 year August,82,65.0,0.7926829529
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,4 year August,75,60.0,0.8
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,4 year August,91,80.0,0.8791208649
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2016,4 year June,85,63.0,0.7411764526
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2015,4 year June,99,69.0,0.6969696808000001
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2014,4 year June,81,63.0,0.7777777863
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2013,4 year June,85,50.0,0.5882352828999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2012,4 year June,104,77.0,0.7403845978
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,4 year June,103,83.0,0.8058252716
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,4 year June,98,70.0,0.7142857361
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,4 year June,76,46.0,0.605263176
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,4 year June,97,71.0,0.7319587708
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,4 year June,82,61.0,0.7439024353000001
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,4 year June,75,58.0,0.7733333588000001
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,4 year June,91,74.0,0.8131867981
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,4 year June,81,59.0,0.7283950806
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2003,4 year June,4,,
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2015,5 year August,98,79.0,0.8061224364999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2014,5 year August,78,68.0,0.8717948914
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2013,5 year August,82,66.0,0.8048780823
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2012,5 year August,101,85.0,0.8415841675
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,5 year August,103,92.0,0.8932038878999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,5 year August,98,77.0,0.7857142639
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,5 year August,75,54.0,0.72
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,5 year August,97,79.0,0.8144329834
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,5 year August,83,68.0,0.8192771148999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,5 year August,72,62.0,0.861111145
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2015,5 year June,98,79.0,0.8061224364999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2014,5 year June,78,68.0,0.8717948914
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2013,5 year June,82,66.0,0.8048780823
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2012,5 year June,101,84.0,0.8316831969999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,5 year June,103,90.0,0.8737863922
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,5 year June,98,76.0,0.7755101776
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,5 year June,75,52.0,0.6933333588
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,5 year June,97,79.0,0.8144329834
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,5 year June,83,68.0,0.8192771148999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,5 year June,72,62.0,0.861111145
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,5 year June,91,82.0,0.901098938
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,5 year June,81,66.0,0.8148148346
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2003,5 year June,4,,
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2014,6 year June,78,69.0,0.8846154022
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2013,6 year June,82,68.0,0.8292682648
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2012,6 year June,99,85.0,0.8585858917
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2011,6 year June,103,93.0,0.9029125977
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2010,6 year June,98,77.0,0.7857142639
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2009,6 year June,75,56.0,0.7466666411999999
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2008,6 year June,95,81.0,0.8526316071
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,6 year June,82,68.0,0.8292682648
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,6 year June,72,62.0,0.861111145
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,6 year June,91,84.0,0.9230769348
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,6 year June,80,67.0,0.8375
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2003,6 year June,4,,
02M298,PACE HIGH SCHOOL,2016,4 year August,131,118.0,0.9007633208999999
02M298,PACE HIGH SCHOOL,2015,4 year August,135,114.0,0.8444444274999999
02M298,PACE HIGH SCHOOL,2014,4 year August,110,98.0,0.8909091187
02M298,PACE HIGH SCHOOL,2013,4 year August,92,79.0,0.8586956787
02M298,PACE HIGH SCHOOL,2012,4 year August,109,99.0,0.9082569121999999
02M298,PACE HIGH SCHOOL,2011,4 year August,98,86.0,0.8775510405999999
02M298,PACE HIGH SCHOOL,2010,4 year August,95,89.0,0.9368421173
02M298,PACE HIGH SCHOOL,2009,4 year August,98,87.0,0.8877551269999999
02M298,PACE HIGH SCHOOL,2008,4 year August,99,86.0,0.8686869049000001
02M298,PACE HIGH SCHOOL,2007,4 year August,94,86.0,0.9148936462
02M298,PACE HIGH SCHOOL,2006,4 year August,92,79.0,0.8586956787
02M298,PACE HIGH SCHOOL,2005,4 year August,98,86.0,0.8775510405999999
02M298,PACE HIGH SCHOOL,2016,4 year June,131,111.0,0.8473282623
02M298,PACE HIGH SCHOOL,2015,4 year June,135,106.0,0.7851851653999999
02M298,PACE HIGH SCHOOL,2014,4 year June,110,92.0,0.8363636017
02M298,PACE HIGH SCHOOL,2013,4 year June,92,73.0,0.793478241
02M298,PACE HIGH SCHOOL,2012,4 year June,109,97.0,0.8899082947
02M298,PACE HIGH SCHOOL,2011,4 year June,98,85.0,0.8673469543
02M298,PACE HIGH SCHOOL,2010,4 year June,95,87.0,0.9157894897
02M298,PACE HIGH SCHOOL,2009,4 year June,98,81.0,0.8265306091
02M298,PACE HIGH SCHOOL,2008,4 year June,99,84.0,0.8484848785
02M298,PACE HIGH SCHOOL,2007,4 year June,94,86.0,0.9148936462
02M298,PACE HIGH SCHOOL,2006,4 year June,92,78.0,0.8478260803000001
02M298,PACE HIGH SCHOOL,2005,4 year June,98,82.0,0.8367346954
02M298,PACE HIGH SCHOOL,2004,4 year June,115,98.0,0.8521739196999999
02M298,PACE HIGH SCHOOL,2003,4 year June,2,,
02M298,PACE HIGH SCHOOL,2002,4 year June,1,,
02M298,PACE HIGH SCHOOL,2015,5 year August,126,118.0,0.9365079498
02M298,PACE HIGH SCHOOL,2014,5 year August,109,102.0,0.9357798004
02M298,PACE HIGH SCHOOL,2013,5 year August,90,82.0,0.911111145
02M298,PACE HIGH SCHOOL,2012,5 year August,109,104.0,0.9541284179999999
02M298,PACE HIGH SCHOOL,2011,5 year August,98,90.0,0.9183673096
02M298,PACE HIGH SCHOOL,2010,5 year August,92,91.0,0.9891304016
02M298,PACE HIGH SCHOOL,2009,5 year August,98,91.0,0.9285713959
02M298,PACE HIGH SCHOOL,2008,5 year August,98,92.0,0.9387754822
02M298,PACE HIGH SCHOOL,2007,5 year August,93,90.0,0.9677419281
02M298,PACE HIGH SCHOOL,2006,5 year August,92,81.0,0.8804347992
02M298,PACE HIGH SCHOOL,2015,5 year June,126,118.0,0.9365079498
02M298,PACE HIGH SCHOOL,2014,5 year June,109,102.0,0.9357798004
02M298,PACE HIGH SCHOOL,2013,5 year June,90,81.0,0.9
02M298,PACE HIGH SCHOOL,2012,5 year June,109,103.0,0.9449541472999999
02M298,PACE HIGH SCHOOL,2011,5 year June,98,90.0,0.9183673096
02M298,PACE HIGH SCHOOL,2010,5 year June,92,91.0,0.9891304016
02M298,PACE HIGH SCHOOL,2009,5 year June,98,90.0,0.9183673096
02M298,PACE HIGH SCHOOL,2008,5 year June,98,92.0,0.9387754822
02M298,PACE HIGH SCHOOL,2007,5 year June,93,89.0,0.956989212
02M298,PACE HIGH SCHOOL,2006,5 year June,92,81.0,0.8804347992
02M298,PACE HIGH SCHOOL,2005,5 year June,98,89.0,0.9081632996000001
02M298,PACE HIGH SCHOOL,2004,5 year June,114,102.0,0.8947368622
02M298,PACE HIGH SCHOOL,2003,5 year June,2,,
02M298,PACE HIGH SCHOOL,2002,5 year June,1,,
02M298,PACE HIGH SCHOOL,2014,6 year June,109,102.0,0.9357798004
02M298,PACE HIGH SCHOOL,2013,6 year June,90,85.0,0.9444444274999999
02M298,PACE HIGH SCHOOL,2012,6 year June,108,105.0,0.9722222137
02M298,PACE HIGH SCHOOL,2011,6 year June,96,90.0,0.9375
02M298,PACE HIGH SCHOOL,2010,6 year June,92,91.0,0.9891304016
02M298,PACE HIGH SCHOOL,2009,6 year June,98,92.0,0.9387754822
02M298,PACE HIGH SCHOOL,2008,6 year June,100,94.0,0.94
02M298,PACE HIGH SCHOOL,2007,6 year June,93,90.0,0.9677419281
02M298,PACE HIGH SCHOOL,2006,6 year June,91,81.0,0.8901098633
02M298,PACE HIGH SCHOOL,2005,6 year June,98,89.0,0.9081632996000001
02M298,PACE HIGH SCHOOL,2004,6 year June,115,104.0,0.9043478394000001
02M298,PACE HIGH SCHOOL,2003,6 year June,2,,
02M298,PACE HIGH SCHOOL,2002,6 year June,1,,
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2016,4 year August,69,48.0,0.6956521606
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2015,4 year August,84,61.0,0.7261904907000001
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2014,4 year August,86,62.0,0.7209302521
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2013,4 year August,92,54.0,0.5869565201
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2012,4 year August,81,55.0,0.6790123749
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2011,4 year August,108,67.0,0.620370369
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2010,4 year August,95,62.0,0.6526316070999999
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2009,4 year August,80,44.0,0.55
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2008,4 year August,83,50.0,0.6024096298
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2007,4 year August,86,57.0,0.6627906799000001
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2006,4 year August,80,57.0,0.7125
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2005,4 year August,79,64.0,0.8101265717
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2016,4 year June,69,48.0,0.6956521606
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2015,4 year June,84,58.0,0.6904762268
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2014,4 year June,86,60.0,0.697674408
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2013,4 year June,92,53.0,0.5760869598
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2012,4 year June,81,54.0,0.6666666412
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2011,4 year June,108,64.0,0.5925925826999999
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2010,4 year June,95,59.0,0.6210526276
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2009,4 year June,80,42.0,0.525
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2008,4 year June,83,44.0,0.5301204681
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2007,4 year June,86,47.0,0.5465116119000001
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2006,4 year June,80,49.0,0.6125
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2005,4 year June,79,59.0,0.7468354797000001
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2004,4 year June,83,57.0,0.6867469788
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2003,4 year June,6,0.0,0.0
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2002,4 year June,2,,
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2015,5 year August,82,64.0,0.7804878235
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2014,5 year August,84,63.0,0.75
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2013,5 year August,91,63.0,0.692307663
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2012,5 year August,79,64.0,0.8101265717
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2011,5 year August,104,75.0,0.7211538695999999
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2010,5 year August,90,73.0,0.811111145
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2009,5 year August,76,60.0,0.7894736481
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2008,5 year August,78,52.0,0.6666666412
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2007,5 year August,83,62.0,0.746987915
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2006,5 year August,80,65.0,0.8125
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2015,5 year June,82,64.0,0.7804878235
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2014,5 year June,84,63.0,0.75
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2013,5 year June,91,63.0,0.692307663
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2012,5 year June,79,64.0,0.8101265717
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2011,5 year June,104,75.0,0.7211538695999999
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2010,5 year June,90,73.0,0.811111145
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2009,5 year June,76,60.0,0.7894736481
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2008,5 year June,78,52.0,0.6666666412
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2007,5 year June,83,58.0,0.698795166
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2006,5 year June,80,64.0,0.8
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2005,5 year June,77,64.0,0.8311688232000001
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2004,5 year June,80,62.0,0.775
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2003,5 year June,6,0.0,0.0
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2002,5 year June,2,,
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2014,6 year June,81,64.0,0.7901234436
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2013,6 year June,91,67.0,0.7362637329
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2012,6 year June,77,65.0,0.8441558075000001
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2011,6 year June,102,76.0,0.7450980377
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2010,6 year June,91,75.0,0.8241757965
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2009,6 year June,74,60.0,0.8108107757999999
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2008,6 year June,78,54.0,0.692307663
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2007,6 year June,83,67.0,0.8072289276
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2006,6 year June,78,65.0,0.8333333588
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2005,6 year June,77,66.0,0.857142868
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2004,6 year June,78,63.0,0.807692337
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2003,6 year June,5,,
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",2002,6 year June,2,,
02M303,"FACING HISTORY SCHOOL, THE",2016,4 year August,114,95.0,0.8333333588
02M303,"FACING HISTORY SCHOOL, THE",2015,4 year August,99,82.0,0.8282828522
02M303,"FACING HISTORY SCHOOL, THE",2014,4 year August,106,77.0,0.7264151001000001
02M303,"FACING HISTORY SCHOOL, THE",2013,4 year August,83,63.0,0.7590361785999999
02M303,"FACING HISTORY SCHOOL, THE",2012,4 year August,90,63.0,0.7
02M303,"FACING HISTORY SCHOOL, THE",2011,4 year August,96,64.0,0.6666666412
02M303,"FACING HISTORY SCHOOL, THE",2010,4 year August,106,76.0,0.7169811249
02M303,"FACING HISTORY SCHOOL, THE",2009,4 year August,98,61.0,0.6224489975
02M303,"FACING HISTORY SCHOOL, THE",2008,4 year August,114,73.0,0.6403508759000001
02M303,"FACING HISTORY SCHOOL, THE",2007,4 year August,79,42.0,0.5316455841
02M303,"FACING HISTORY SCHOOL, THE",2006,4 year August,71,42.0,0.5915493011
02M303,"FACING HISTORY SCHOOL, THE",2005,4 year August,105,53.0,0.5047618866
02M303,"FACING HISTORY SCHOOL, THE",2016,4 year June,114,95.0,0.8333333588
02M303,"FACING HISTORY SCHOOL, THE",2015,4 year June,99,73.0,0.7373737335
02M303,"FACING HISTORY SCHOOL, THE",2014,4 year June,106,69.0,0.6509433746000001
02M303,"FACING HISTORY SCHOOL, THE",2013,4 year June,83,55.0,0.6626506042
02M303,"FACING HISTORY SCHOOL, THE",2012,4 year June,90,62.0,0.688888855
02M303,"FACING HISTORY SCHOOL, THE",2011,4 year June,96,58.0,0.6041666794
02M303,"FACING HISTORY SCHOOL, THE",2010,4 year June,106,60.0,0.5660377502
02M303,"FACING HISTORY SCHOOL, THE",2009,4 year June,98,53.0,0.5408163452
02M303,"FACING HISTORY SCHOOL, THE",2008,4 year June,114,65.0,0.5701754379
02M303,"FACING HISTORY SCHOOL, THE",2007,4 year June,79,38.0,0.4810126495
02M303,"FACING HISTORY SCHOOL, THE",2006,4 year June,71,34.0,0.4788732529
02M303,"FACING HISTORY SCHOOL, THE",2005,4 year June,105,47.0,0.44761905669999996
02M303,"FACING HISTORY SCHOOL, THE",2004,4 year June,1,,
02M303,"FACING HISTORY SCHOOL, THE",2015,5 year August,99,83.0,0.8383838654
02M303,"FACING HISTORY SCHOOL, THE",2014,5 year August,104,78.0,0.75
02M303,"FACING HISTORY SCHOOL, THE",2013,5 year August,82,64.0,0.7804878235
02M303,"FACING HISTORY SCHOOL, THE",2012,5 year August,91,64.0,0.7032967377
02M303,"FACING HISTORY SCHOOL, THE",2011,5 year August,94,66.0,0.7021276855
02M303,"FACING HISTORY SCHOOL, THE",2010,5 year August,105,78.0,0.742857132
02M303,"FACING HISTORY SCHOOL, THE",2009,5 year August,97,66.0,0.6804123688
02M303,"FACING HISTORY SCHOOL, THE",2008,5 year August,113,81.0,0.7168141937
02M303,"FACING HISTORY SCHOOL, THE",2007,5 year August,76,50.0,0.6578947449
02M303,"FACING HISTORY SCHOOL, THE",2006,5 year August,67,47.0,0.7014925384999999
02M303,"FACING HISTORY SCHOOL, THE",2015,5 year June,99,83.0,0.8383838654
02M303,"FACING HISTORY SCHOOL, THE",2014,5 year June,104,78.0,0.75
02M303,"FACING HISTORY SCHOOL, THE",2013,5 year June,82,63.0,0.7682926940999999
02M303,"FACING HISTORY SCHOOL, THE",2012,5 year June,91,64.0,0.7032967377
02M303,"FACING HISTORY SCHOOL, THE",2011,5 year June,94,66.0,0.7021276855
02M303,"FACING HISTORY SCHOOL, THE",2010,5 year June,105,77.0,0.7333333588000001
02M303,"FACING HISTORY SCHOOL, THE",2009,5 year June,97,63.0,0.6494845580999999
02M303,"FACING HISTORY SCHOOL, THE",2008,5 year June,113,80.0,0.7079646301
02M303,"FACING HISTORY SCHOOL, THE",2007,5 year June,76,47.0,0.6184210587
02M303,"FACING HISTORY SCHOOL, THE",2006,5 year June,67,47.0,0.7014925384999999
02M303,"FACING HISTORY SCHOOL, THE",2005,5 year June,90,56.0,0.6222222137
02M303,"FACING HISTORY SCHOOL, THE",2004,5 year June,3,,
02M303,"FACING HISTORY SCHOOL, THE",2014,6 year June,104,78.0,0.75
02M303,"FACING HISTORY SCHOOL, THE",2013,6 year June,81,64.0,0.7901234436
02M303,"FACING HISTORY SCHOOL, THE",2012,6 year June,90,64.0,0.711111145
02M303,"FACING HISTORY SCHOOL, THE",2011,6 year June,91,67.0,0.7362637329
02M303,"FACING HISTORY SCHOOL, THE",2010,6 year June,104,79.0,0.7596154022
02M303,"FACING HISTORY SCHOOL, THE",2009,6 year June,97,66.0,0.6804123688
02M303,"FACING HISTORY SCHOOL, THE",2008,6 year June,112,81.0,0.7232142639
02M303,"FACING HISTORY SCHOOL, THE",2007,6 year June,76,50.0,0.6578947449
02M303,"FACING HISTORY SCHOOL, THE",2006,6 year June,67,47.0,0.7014925384999999
02M303,"FACING HISTORY SCHOOL, THE",2005,6 year June,89,58.0,0.6516854095
02M303,"FACING HISTORY SCHOOL, THE",2004,6 year June,3,,
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2016,4 year August,64,57.0,0.890625
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2015,4 year August,62,55.0,0.8870967865
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2014,4 year August,59,48.0,0.8135593414
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2013,4 year August,67,56.0,0.8358209229000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2012,4 year August,71,59.0,0.8309859466999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2011,4 year August,77,68.0,0.8831169128
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2010,4 year August,59,52.0,0.8813558960000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2009,4 year August,75,62.0,0.8266666411999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2008,4 year August,60,47.0,0.7833333588000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2007,4 year August,59,40.0,0.6779660797
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2006,4 year August,61,46.0,0.7540983581999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2005,4 year August,70,51.0,0.7285713959
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2016,4 year June,64,56.0,0.875
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2015,4 year June,62,55.0,0.8870967865
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2014,4 year June,59,47.0,0.7966101836999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2013,4 year June,67,52.0,0.7761193848000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2012,4 year June,71,59.0,0.8309859466999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2011,4 year June,77,66.0,0.857142868
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2010,4 year June,59,47.0,0.7966101836999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2009,4 year June,75,60.0,0.8
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2008,4 year June,60,37.0,0.6166666794000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2007,4 year June,59,37.0,0.6271186447
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2006,4 year June,61,46.0,0.7540983581999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2005,4 year June,70,50.0,0.7142857361
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2003,4 year June,1,,
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2015,5 year August,62,56.0,0.9032257842999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2014,5 year August,55,48.0,0.8727272797000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2013,5 year August,64,57.0,0.890625
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2012,5 year August,71,60.0,0.8450704193
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2011,5 year August,74,68.0,0.9189189148
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2010,5 year August,59,54.0,0.9152542114000001
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",2009,5 year August,74,66.0,0.891891861
